,LotShape,LotConfig,Neighborhood,OverallQual,Exterior1st,MasVnrType,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,FullBath,HalfBath,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageFinish,GarageArea,MoSold,YrSold,SalePrice,SalePricev2
896,0,0,13,4,2,1,4,1,459,666,1,0,1,6,0,1,327,4,2006,106500,3
897,0,0,12,5,7,1,4,5,8,0,2,0,1,12,0,1,528,6,2009,142953,3
898,1,0,10,9,0,2,1,5,460,142,2,1,2,11,2,2,820,3,2010,611657,13
899,0,0,9,5,3,1,4,4,461,447,1,0,1,6,1,1,288,6,2006,135000,3
900,1,0,11,4,3,1,4,1,462,536,1,0,1,4,0,1,684,6,2007,110000,3
901,1,0,11,5,1,1,2,4,463,132,1,0,1,5,0,1,756,5,2009,153000,4
902,0,0,17,7,0,1,4,2,8,783,2,1,0,8,1,2,393,7,2006,180000,4
903,1,3,17,7,0,4,4,2,8,1670,2,0,0,7,1,3,690,8,2006,240000,5
904,1,0,9,5,3,4,4,5,477,277,1,0,1,6,0,1,288,8,2007,125500,3
905,0,0,11,5,3,2,4,3,465,412,1,0,1,6,0,3,280,2,2010,128000,3
906,1,2,5,8,0,2,4,5,466,1560,2,0,0,8,1,3,865,6,2007,255000,6
907,1,0,2,7,4,1,4,3,467,794,1,1,0,6,1,2,180,6,2006,250000,6
908,1,0,4,5,3,1,3,4,468,239,1,0,1,5,0,1,484,6,2006,131000,3
909,2,0,17,6,0,1,4,2,8,742,2,1,0,8,1,2,390,6,2009,174000,4
910,0,2,11,5,1,4,4,3,469,662,2,0,1,12,0,1,480,1,2010,154300,4
911,1,3,0,5,3,1,3,1,435,1072,1,1,0,5,0,1,252,10,2009,143500,3
912,0,0,8,5,1,1,4,3,470,279,1,0,1,6,0,1,450,7,2006,88000,2
913,0,0,2,5,1,1,4,4,471,717,2,0,1,8,0,1,871,8,2007,145000,3
914,0,0,5,6,0,2,3,5,472,318,2,1,0,4,0,3,528,6,2009,173733,4
915,0,0,14,4,6,4,4,2,8,546,1,1,1,6,0,1,286,1,2007,75000,2
916,0,0,13,2,8,1,3,4,245,430,0,0,1,4,0,1,308,10,2006,35311,1
917,0,0,15,4,0,1,4,1,516,75,1,0,1,6,0,3,284,4,2009,135000,3
918,1,2,12,7,3,1,2,4,540,422,2,1,0,8,1,3,833,11,2007,238000,5
919,1,2,11,6,1,1,4,1,456,245,1,0,1,6,1,1,601,5,2008,176500,4
920,1,0,12,6,3,4,4,5,473,114,2,1,0,7,0,3,471,7,2007,201000,5
921,0,0,15,5,1,1,4,1,392,188,2,2,1,9,0,3,0,9,2008,145900,3
922,0,0,17,6,0,1,4,5,435,1288,2,0,0,6,1,2,397,10,2006,169990,4
923,0,0,12,6,7,1,4,6,474,598,2,0,0,5,1,3,533,7,2008,193000,4
924,0,0,6,6,7,4,4,4,148,0,2,0,1,7,1,1,612,5,2006,207500,5
925,1,2,6,5,0,1,3,1,376,266,2,0,2,6,0,3,540,3,2008,175000,4
926,0,0,10,8,0,4,4,2,8,1181,2,1,2,10,1,2,656,5,2007,285000,6
927,0,0,6,7,1,4,4,4,475,280,2,1,1,9,1,3,486,4,2008,176000,4
928,0,0,0,8,0,1,3,2,8,1753,2,0,2,7,1,3,522,6,2009,236500,5
929,1,2,17,7,3,4,4,2,8,964,2,1,0,8,1,2,642,11,2006,222000,5
930,1,0,16,8,0,1,3,5,297,1450,2,0,0,7,0,2,610,7,2009,201000,5
931,0,0,11,5,0,1,4,4,437,121,1,0,1,5,0,1,429,7,2009,117500,3
932,1,2,5,9,0,2,4,2,8,1905,2,0,2,8,1,2,788,3,2007,320000,7
933,0,1,0,7,0,4,3,5,386,1480,2,0,0,6,0,3,570,8,2009,190000,4
934,2,0,11,7,2,1,1,5,585,160,2,0,0,9,1,3,505,11,2008,242000,5
935,1,0,8,4,1,4,2,2,8,600,1,0,1,5,0,1,528,6,2006,79900,2
936,0,0,12,7,0,4,4,5,476,343,2,0,0,5,0,3,555,8,2009,184900,4
937,0,0,5,7,0,1,2,5,140,772,2,1,0,8,1,3,689,2,2009,253000,6
938,0,0,0,7,0,1,2,5,477,927,2,1,0,7,0,3,868,8,2006,239799,5
939,0,0,19,7,1,1,2,2,8,1032,2,0,1,10,2,1,349,6,2010,244400,5
940,1,0,4,6,7,1,1,3,478,396,2,0,1,8,0,1,574,7,2006,150900,4
941,1,1,17,7,0,4,4,1,479,220,2,1,0,8,1,3,390,6,2009,214000,5
942,1,0,15,4,1,1,1,5,480,0,2,0,1,8,0,3,0,8,2007,150000,4
943,0,0,4,5,3,1,3,2,8,1632,2,0,1,8,0,1,576,6,2007,143000,3
944,1,3,16,6,3,4,4,5,289,354,1,0,0,7,1,3,525,1,2009,137500,3
945,0,2,7,5,0,1,4,6,128,0,1,0,1,7,0,1,456,9,2009,124900,3
946,0,0,11,5,3,4,3,1,481,102,1,0,1,6,1,3,796,3,2006,143000,3
947,0,0,16,8,0,4,3,5,91,316,2,0,0,9,1,2,808,11,2007,270000,6
948,1,0,0,7,0,4,4,2,8,936,2,1,0,7,1,3,474,2,2006,192500,4
949,0,0,6,6,7,1,4,1,601,179,1,1,0,5,1,3,676,3,2010,197500,4
950,0,0,11,5,0,1,4,1,483,317,1,0,0,5,0,3,720,7,2007,129000,3
951,0,2,12,5,0,1,4,4,208,187,1,0,1,6,0,1,300,7,2006,119900,3
952,0,0,0,5,5,1,3,5,103,108,1,0,1,5,0,2,396,4,2009,133900,3
953,1,0,4,5,3,4,3,1,568,29,2,1,1,7,1,3,530,9,2008,172000,4
954,1,3,15,6,5,4,1,5,385,0,2,0,1,4,0,3,0,10,2006,127500,3
955,1,0,2,6,1,4,4,3,568,495,2,0,1,8,0,1,492,8,2007,145000,3
956,0,0,24,6,1,1,4,1,459,276,1,1,1,5,1,2,462,5,2009,124000,3
957,0,0,9,5,1,1,4,3,486,640,1,0,1,6,0,2,576,4,2007,132000,3
958,0,0,0,7,0,1,2,5,487,638,2,0,0,6,0,3,531,10,2007,185000,4
959,0,1,5,7,1,1,4,1,504,92,2,1,0,6,0,1,484,5,2010,155000,4
960,1,0,8,5,2,1,1,4,488,162,1,0,1,4,0,3,0,2,2010,116500,3
961,1,2,6,6,3,4,4,1,489,434,2,1,1,11,1,2,619,7,2008,272000,6
962,0,2,20,6,7,1,4,1,490,248,2,1,0,7,1,1,440,7,2007,155000,4
963,1,2,0,9,0,1,4,2,8,1800,2,0,2,7,0,2,702,5,2009,239000,5
964,0,2,16,7,0,4,4,5,357,193,2,1,0,8,1,2,510,2,2010,214900,5
965,0,0,17,6,0,1,4,2,8,783,2,1,0,8,1,2,393,7,2007,178900,4
966,1,0,2,5,1,1,4,3,228,300,1,1,1,7,2,1,256,6,2009,160000,4
967,1,0,11,5,2,4,4,1,454,196,1,0,1,6,0,1,260,7,2008,135000,3
968,0,0,7,3,0,1,4,2,8,600,1,0,1,6,0,3,0,5,2009,37900,1
969,0,0,11,6,3,4,1,1,441,75,1,0,1,6,0,3,264,3,2006,140000,3
970,0,0,11,4,8,1,4,2,8,720,1,1,1,6,0,3,0,12,2006,135000,3
971,0,0,10,7,0,2,4,5,83,197,2,0,0,6,0,3,474,7,2009,173000,4
972,0,0,12,6,7,1,4,2,8,918,2,0,1,5,1,1,264,4,2010,99500,2
973,0,2,5,7,6,4,4,2,8,1428,2,0,0,6,0,2,480,12,2008,182000,4
974,1,2,8,7,3,1,4,2,8,728,1,0,0,8,0,1,532,10,2009,167500,4
975,0,1,5,7,1,1,4,5,208,32,2,1,0,6,0,1,490,4,2006,165000,4
976,1,0,8,4,2,1,4,2,8,440,1,0,3,4,0,3,0,8,2006,85500,2
977,1,0,5,7,0,4,4,5,491,135,1,1,0,4,0,2,569,11,2007,199900,4
978,0,0,15,4,1,1,4,6,475,342,1,0,1,5,0,1,400,5,2007,110000,3
979,0,2,9,5,0,1,4,3,554,470,1,0,1,5,0,1,480,6,2009,139000,3
980,1,2,11,7,6,2,3,1,493,77,1,0,2,6,0,3,588,7,2008,178400,4
981,1,2,3,8,0,4,4,5,494,371,2,1,0,8,1,2,676,7,2009,336000,7
982,0,0,21,7,0,4,3,2,8,1266,2,0,0,6,1,2,388,3,2008,159895,4
983,0,2,0,8,6,1,2,2,8,1128,2,1,0,9,1,1,779,5,2008,255900,6
984,0,0,4,5,7,1,4,5,8,0,2,0,0,8,0,1,539,8,2009,126000,3
985,0,0,15,5,1,1,4,1,433,124,1,0,1,5,0,1,240,8,2008,125000,3
986,0,2,7,6,0,1,4,2,8,485,1,0,0,5,0,1,255,6,2006,117000,3
987,1,0,10,9,0,2,3,5,495,284,2,1,2,8,1,2,606,4,2010,395192,8
988,1,0,6,6,7,4,4,6,439,692,2,1,0,8,1,2,551,6,2007,195000,4
989,0,0,5,7,0,1,4,2,8,770,2,1,0,6,0,3,614,8,2006,197000,4
990,0,0,3,8,0,4,4,5,496,322,2,1,0,7,1,2,870,6,2006,348000,7
991,0,2,7,8,2,1,4,4,3,700,1,1,0,8,1,1,424,11,2009,168000,4
992,0,0,11,6,2,4,1,4,497,169,2,1,0,7,1,3,440,7,2007,187000,4
993,0,0,0,6,0,1,4,2,8,750,2,1,0,6,0,3,564,8,2006,173900,4
994,0,1,10,10,6,2,1,5,498,528,2,0,2,7,1,2,786,7,2009,337500,7
995,1,0,8,4,1,1,4,1,38,363,1,1,1,5,0,1,305,8,2006,121600,3
996,1,0,11,5,2,1,4,3,499,135,1,0,1,6,0,1,368,1,2006,136500,3
997,1,0,6,6,3,4,4,2,8,1442,2,0,1,6,1,3,615,2,2009,185000,4
998,0,0,13,3,2,1,4,2,8,1007,1,0,1,6,1,1,210,5,2006,91000,2
999,0,0,0,7,0,2,3,5,421,501,2,0,0,6,0,3,632,2,2010,206000,5
1000,0,2,15,3,10,1,4,5,8,0,1,0,3,4,0,1,528,7,2009,82000,2
1001,0,2,7,5,2,1,4,2,8,691,1,0,2,4,0,1,216,1,2007,86000,2
1002,1,0,5,8,0,4,4,5,55,1550,2,0,0,7,1,3,824,7,2008,232000,5
1003,1,2,6,5,0,4,4,2,8,1680,2,0,1,8,0,1,528,6,2007,136905,3
1004,0,0,21,7,0,4,4,5,297,1330,2,0,0,7,1,2,457,5,2009,181000,4
1005,0,0,0,5,3,4,3,5,500,390,2,0,1,6,0,1,328,11,2008,149900,3
1006,3,0,11,6,7,1,4,6,501,420,2,0,1,7,1,1,484,3,2007,163500,4
1007,0,0,14,4,6,1,4,4,502,0,1,1,1,6,0,3,286,8,2009,88000,2
1008,1,3,4,7,0,2,2,2,8,1710,2,0,0,7,1,2,550,4,2009,240000,5
1009,0,0,23,5,2,1,4,2,8,1008,2,0,1,7,0,3,0,6,2006,102000,3
1010,0,0,9,5,2,1,4,2,8,720,2,0,1,7,1,1,312,8,2008,135000,3
1011,0,0,15,5,11,1,4,5,8,0,2,0,1,8,0,3,0,5,2010,100000,3
1012,0,0,2,6,2,1,4,2,8,602,1,1,0,7,2,1,180,8,2007,165000,4
1013,0,0,7,5,1,1,4,1,261,310,1,0,1,4,0,1,280,6,2009,85000,2
1014,0,0,11,6,1,4,4,4,52,746,1,0,1,5,1,1,240,11,2007,119200,3
1015,0,0,6,8,0,1,4,5,26,167,2,1,0,6,0,2,528,11,2009,227000,5
1016,0,0,0,7,0,4,1,5,237,814,2,0,0,6,1,2,478,6,2009,203000,5
1017,1,3,18,8,3,1,3,5,127,184,1,0,0,4,1,3,565,8,2009,187500,4
1018,1,1,17,7,3,4,4,2,8,384,2,1,0,7,1,3,402,5,2007,160000,4
1019,0,0,21,7,0,4,1,5,297,1346,2,0,0,6,1,2,440,4,2006,213490,5
1020,0,0,15,4,0,1,4,5,457,108,1,1,0,5,0,2,451,6,2008,176000,4
1021,0,0,0,7,0,2,3,5,503,515,2,0,0,6,0,3,632,7,2006,194000,4
1022,0,0,7,5,2,1,4,6,504,588,1,0,1,6,0,1,160,3,2007,87000,2
1023,0,0,21,7,0,4,4,5,297,1330,2,0,0,7,1,2,437,5,2008,191000,4
1024,1,2,16,8,12,1,3,1,505,0,2,0,0,10,1,2,665,5,2008,287000,6
1025,0,2,0,5,0,1,4,6,506,276,1,0,1,5,0,1,461,3,2007,112500,3
1026,0,0,11,5,1,4,4,3,155,571,1,0,1,6,2,1,461,4,2010,167500,4
1027,1,0,16,8,0,2,1,5,507,125,2,0,0,7,1,3,800,4,2008,293077,6
1028,0,0,11,5,5,1,4,3,502,359,1,0,1,6,1,1,240,4,2007,105000,3
1029,0,0,22,6,3,4,4,4,508,355,1,1,1,7,0,1,264,5,2006,118000,3
1030,0,0,23,5,0,1,2,2,8,686,2,0,1,10,0,3,0,7,2006,160000,4
1031,0,2,23,7,2,1,4,5,414,301,2,1,1,12,2,2,672,8,2009,197000,4
1032,1,2,3,8,1,1,4,5,511,326,2,1,0,10,1,3,796,11,2006,310000,7
1033,0,0,0,7,0,2,4,5,250,668,2,0,0,6,0,1,900,2,2006,230000,5
1034,0,0,2,5,1,1,4,2,8,920,1,0,3,5,1,1,240,6,2007,119750,3
1035,1,3,15,4,2,1,4,5,8,0,1,0,1,5,0,1,290,1,2009,84000,2
1036,1,0,16,9,0,2,1,5,529,598,2,0,2,6,1,2,912,9,2009,315500,7
1037,0,0,0,8,0,4,4,2,8,1055,2,1,0,7,1,2,905,9,2008,287000,6
1038,0,0,14,4,6,1,4,2,8,546,1,1,1,6,1,3,0,5,2009,97000,2
1039,0,0,14,4,6,1,3,5,511,121,1,0,1,3,0,1,286,4,2009,80000,2
1040,0,2,9,5,2,3,4,3,279,284,2,0,1,8,1,3,484,1,2006,155000,4
1041,0,0,6,6,3,4,4,5,291,336,1,1,0,7,0,1,484,7,2008,173000,4
1042,1,0,10,6,0,2,3,1,512,406,2,0,0,5,1,3,624,8,2009,196000,4
1043,0,0,12,7,3,4,4,5,513,390,2,1,0,10,1,1,514,5,2008,262280,6
1044,0,0,6,8,4,1,4,1,514,1420,2,1,0,9,1,2,542,7,2009,278000,6
1045,1,3,15,3,4,1,4,5,8,0,2,0,1,8,1,1,452,6,2009,139600,3
1046,1,0,18,9,6,2,3,5,515,1752,3,1,2,11,1,2,716,7,2006,556581,12
1047,2,0,0,5,0,1,4,5,421,304,1,0,1,5,0,1,672,2,2008,145000,3
1048,0,0,4,5,3,4,4,5,8,0,1,0,1,9,1,1,336,11,2009,115000,3
1049,0,0,15,4,1,1,4,5,8,0,1,0,0,6,0,1,308,4,2010,84900,2
1050,1,0,17,7,0,1,3,2,8,1302,2,0,0,6,0,2,436,8,2007,176485,4
1051,1,2,0,7,0,1,3,2,8,1316,2,0,0,6,1,2,440,10,2007,200141,5
1052,0,2,11,6,0,3,4,3,335,374,1,1,1,9,1,3,540,6,2007,165000,4
1053,0,0,15,5,3,2,3,3,516,833,1,0,1,7,1,1,364,5,2010,144500,3
1054,0,2,0,8,0,4,2,5,448,133,2,1,0,7,1,2,586,11,2006,255000,6
1055,0,0,6,6,7,4,4,1,517,549,2,0,1,7,1,2,478,5,2008,180000,4
1056,1,0,10,7,0,2,3,5,469,705,2,0,0,6,1,3,484,6,2006,185850,4
1057,2,1,3,7,3,1,4,5,500,378,2,1,0,7,1,2,467,1,2009,248000,5
1058,1,0,10,9,0,2,3,5,478,168,2,1,2,10,1,2,836,7,2009,335000,7
1059,1,2,2,6,1,4,2,3,121,0,1,1,1,7,1,1,432,3,2007,220000,5
1060,0,0,18,8,6,1,2,5,420,722,2,0,0,6,0,2,582,4,2010,213500,5
1061,0,0,13,3,1,1,4,2,8,894,1,0,1,6,0,3,1248,8,2008,81000,2
1062,0,0,7,5,2,1,4,2,8,662,2,0,1,10,0,1,560,9,2007,90000,2
1063,0,0,7,6,1,1,4,4,518,706,1,0,0,5,1,1,440,7,2006,110500,3
1064,1,3,11,5,7,4,2,4,519,184,1,1,1,6,1,3,480,11,2009,154000,4
1065,0,0,19,7,2,1,1,5,54,105,2,1,0,7,0,3,533,4,2010,328000,7
1066,1,0,17,6,0,1,4,2,8,799,2,1,1,7,1,3,380,5,2009,178000,4
1067,0,0,11,6,3,4,1,5,356,0,1,1,1,7,0,3,442,6,2008,167900,4
1068,0,0,14,6,6,1,4,1,520,105,2,1,1,10,1,2,576,6,2006,151400,4
1069,0,0,11,5,1,1,4,1,521,625,1,0,0,4,0,1,576,5,2007,135000,3
1070,0,0,11,5,1,4,4,4,557,462,1,0,1,6,0,1,286,6,2007,135000,3
1071,0,0,6,6,1,1,4,3,230,429,1,1,1,8,0,1,441,5,2009,154000,4
1072,0,0,15,5,1,1,2,2,8,810,1,0,1,7,1,1,280,8,2006,91500,2
1073,1,2,15,6,3,4,4,4,523,155,1,1,1,6,0,2,440,7,2009,159500,4
1074,0,0,0,7,0,1,3,2,8,1240,2,0,0,5,0,3,826,5,2007,194000,4
1075,0,0,2,7,2,1,4,4,524,390,1,1,1,6,2,1,240,7,2007,219500,5
1076,0,0,7,5,2,1,4,1,122,170,2,0,0,7,1,1,566,4,2006,170000,4
1077,1,2,11,5,0,1,2,4,525,230,1,0,1,6,0,2,299,3,2006,138800,3
1078,0,0,0,6,0,4,2,5,365,186,1,0,0,3,1,3,420,5,2006,155900,4
1079,0,0,0,5,0,1,4,5,289,495,1,0,1,5,0,1,299,4,2007,126000,3
1080,0,0,6,6,0,4,4,1,422,602,2,0,0,5,0,3,528,10,2008,145000,3
1081,0,2,9,5,3,1,4,1,526,216,1,1,1,5,0,2,308,6,2010,133000,3
1082,0,0,0,7,0,4,4,2,8,1459,2,0,0,6,1,3,527,9,2007,192000,4
1083,0,0,11,6,3,4,4,4,268,698,1,0,1,6,2,3,461,3,2006,160000,4
1084,2,2,17,6,3,1,4,1,527,99,2,1,1,6,1,2,409,7,2006,187500,4
1085,0,0,12,6,3,1,3,5,435,189,1,0,0,5,0,1,564,4,2010,147000,3
1086,0,0,14,4,6,1,4,4,216,212,1,1,1,6,0,3,286,5,2010,83500,2
1087,0,0,5,8,0,1,2,2,8,1082,2,1,0,9,1,3,1043,5,2009,252000,6
1088,0,0,15,7,0,2,4,2,8,970,2,0,0,7,0,1,380,4,2006,137500,3
1089,1,0,5,8,1,1,4,5,528,208,1,1,0,4,1,2,550,4,2006,197000,4
1090,0,2,11,3,4,1,4,5,8,0,2,0,1,6,0,1,400,6,2009,92900,2
1091,0,0,5,7,1,4,4,4,529,90,2,1,0,4,0,1,462,3,2008,160000,4
1092,0,0,23,6,1,1,4,3,530,758,2,0,1,7,1,1,576,6,2008,136500,3
1093,0,2,11,5,1,4,2,5,531,203,1,1,0,6,0,1,884,10,2006,146000,3
1094,0,0,11,5,1,1,4,4,589,448,1,0,1,4,0,2,308,5,2010,129000,3
1095,1,0,0,6,0,1,4,5,55,1290,2,0,0,6,1,3,440,3,2007,176432,4
1096,0,0,13,6,2,1,4,2,8,684,1,1,0,7,0,3,0,3,2007,127000,3
1097,0,0,18,8,3,1,4,2,8,1074,1,1,0,5,0,3,461,10,2007,170000,4
1098,0,0,8,4,1,1,4,4,221,0,1,0,1,6,0,1,240,7,2009,128000,3
1099,1,0,6,7,7,4,4,1,533,567,2,0,1,7,1,3,478,4,2009,157000,4
1100,0,0,23,2,2,1,4,3,327,0,1,0,3,3,0,1,246,1,2009,60000,2
1101,1,0,11,5,3,1,4,4,581,251,1,0,1,5,0,1,280,7,2007,119500,3
1102,0,0,11,5,2,4,4,3,313,422,1,0,1,6,0,3,254,4,2007,135000,3
1103,0,2,11,6,4,1,2,1,4,0,1,0,1,6,1,2,539,7,2006,159500,4
1104,0,0,22,5,3,4,4,2,8,630,2,1,1,6,0,1,440,4,2007,106000,3
1105,1,2,3,8,3,4,3,5,535,431,2,1,0,9,2,3,712,4,2010,325000,7
1106,1,2,12,7,3,1,2,5,360,172,2,0,0,6,1,2,719,5,2007,179900,4
1107,3,3,17,7,0,1,4,2,8,868,2,1,0,9,1,3,422,9,2006,274725,6
1108,0,0,17,6,0,1,4,2,8,924,2,1,1,7,1,3,463,11,2007,181000,4
1109,1,0,10,8,1,2,2,5,528,797,2,0,0,7,1,2,862,3,2009,280000,6
1110,0,0,17,6,3,1,4,5,536,554,2,1,1,8,1,2,431,6,2008,188000,4
1111,0,0,6,7,7,4,4,1,474,400,2,1,1,8,1,3,483,9,2008,205000,5
1112,1,2,11,5,5,1,4,5,537,108,1,0,1,5,0,1,308,7,2006,129900,3
1113,0,0,11,5,2,1,4,4,26,365,1,0,0,6,0,1,240,5,2007,134500,3
1114,0,0,7,5,1,1,4,3,552,418,1,0,0,4,0,1,326,8,2006,117000,3
1115,0,0,10,8,0,2,4,5,539,730,2,0,2,7,1,3,928,11,2007,318000,7
1116,0,0,17,8,0,1,4,5,540,55,2,1,0,7,1,2,527,3,2009,184100,4
1117,1,1,9,5,0,1,4,4,541,192,1,0,0,5,0,3,450,5,2008,130000,3
1118,0,0,9,5,1,1,4,2,8,533,1,0,1,6,0,3,300,12,2008,140000,3
1119,0,0,11,5,4,1,4,6,542,671,1,0,1,6,0,3,286,7,2006,133700,3
1120,0,0,13,6,4,1,4,2,8,1012,1,0,1,6,1,1,308,5,2007,118400,3
1121,0,0,0,7,0,4,3,5,55,1528,2,0,0,7,0,3,782,7,2006,212900,5
1122,1,2,15,4,8,1,4,2,8,672,1,0,1,5,0,1,288,10,2009,112000,3
1123,0,0,15,5,0,1,4,2,8,698,1,0,1,4,0,3,0,6,2009,118000,3
1124,1,0,17,7,3,4,4,2,8,384,2,1,0,7,1,2,392,7,2007,163900,4
1125,0,0,11,4,7,1,4,2,8,1005,1,0,3,5,1,1,672,11,2009,115000,3
1126,0,0,21,7,0,4,4,2,8,1373,2,0,0,7,1,2,660,6,2009,174000,4
1127,3,2,17,7,0,1,3,5,91,230,2,0,0,7,1,2,630,11,2007,259000,6
1128,1,0,17,7,0,1,3,2,8,847,2,1,0,8,1,2,434,7,2007,215000,5
1129,0,0,7,5,1,4,1,5,478,0,1,0,1,4,0,1,672,8,2007,140000,3
1130,0,0,23,4,5,1,4,4,543,500,2,0,0,7,2,1,576,12,2009,135000,3
1131,0,0,4,5,3,1,2,4,544,762,1,0,1,5,0,3,0,9,2007,93500,2
1132,0,0,7,6,2,1,2,2,8,1008,2,0,3,8,0,1,205,5,2007,117500,3
1133,1,0,12,8,0,1,4,5,314,544,2,1,0,8,1,3,466,6,2009,239500,5
1134,1,0,17,6,0,1,3,2,8,916,2,1,1,7,1,2,460,8,2007,169000,4
1135,0,2,8,6,2,1,4,2,8,960,1,0,1,5,1,1,180,5,2007,102000,3
1136,0,0,11,6,0,1,4,4,29,752,1,0,1,6,0,1,288,4,2008,119000,3
1137,0,0,9,5,0,1,4,2,8,780,1,0,1,6,0,3,0,5,2010,94000,2
1138,1,0,4,6,7,1,1,1,281,0,2,0,0,5,2,3,714,5,2009,196000,4
1139,1,0,8,5,9,1,4,4,545,270,1,0,1,6,1,1,495,5,2007,144000,3
1140,0,2,11,5,3,1,2,1,546,100,1,0,1,4,0,1,840,6,2008,139000,3
1141,1,3,6,5,7,4,4,1,613,399,2,1,0,9,1,1,484,10,2009,197500,4
1142,0,0,0,8,0,2,1,5,566,316,3,0,0,11,1,3,1052,4,2007,424870,9
1143,0,0,9,5,2,1,4,5,112,718,1,0,1,5,0,3,0,7,2008,80000,2
1144,0,0,15,4,1,1,4,4,446,324,1,0,3,5,0,1,280,7,2010,80000,2
1145,0,0,8,5,1,1,4,2,8,1042,1,0,1,8,1,1,225,8,2006,149000,3
1146,0,0,12,6,2,4,4,5,610,40,2,0,0,5,1,1,403,5,2006,180000,4
1147,0,0,2,7,1,1,4,3,549,429,1,1,3,7,1,1,234,7,2009,174500,4
1148,0,0,7,7,2,1,4,2,8,572,1,0,1,5,1,1,288,8,2008,116900,3
1149,0,0,7,7,0,1,4,1,357,26,1,0,1,7,0,1,324,7,2009,143000,3
1150,1,0,11,6,4,1,4,2,8,932,1,0,0,4,1,1,306,11,2007,124000,3
1151,0,0,15,5,3,4,4,4,550,1290,1,1,3,6,2,2,528,11,2006,149900,3
1152,1,0,2,6,12,1,4,1,551,230,1,0,2,6,1,2,470,7,2006,230000,5
1153,0,2,13,6,2,1,3,1,552,278,1,0,1,5,0,1,432,6,2008,120500,3
1154,1,0,11,7,0,2,1,1,346,410,1,2,0,8,2,1,492,5,2008,201800,5
1155,1,2,1,5,7,1,1,1,553,280,2,0,0,6,1,3,528,7,2007,218000,5
1156,0,0,11,5,4,1,1,1,451,586,2,0,0,6,1,3,502,10,2008,179900,4
1157,1,0,10,7,0,2,4,5,173,410,2,0,0,6,1,3,626,7,2009,230000,5
1158,0,1,5,8,0,2,4,2,8,1580,2,0,0,7,0,3,830,6,2008,235128,5
1159,0,0,6,6,3,4,4,1,335,459,2,1,0,8,1,3,540,7,2008,185000,4
1160,0,0,20,6,7,1,4,1,379,544,2,1,1,7,1,1,440,7,2010,146000,3
1161,1,3,2,6,3,4,4,4,336,568,1,0,0,7,1,1,924,11,2008,224000,5
1162,0,0,9,5,0,1,4,4,554,402,1,0,1,5,1,2,450,5,2007,129000,3
1163,0,0,9,4,7,1,3,5,555,0,0,2,1,6,0,1,400,1,2008,108959,3
1164,1,1,1,5,7,1,1,1,96,289,1,1,0,5,1,1,588,6,2007,194000,4
1165,1,0,10,7,0,2,4,2,8,1502,2,0,0,7,0,3,644,9,2009,233170,5
1166,1,2,0,8,0,2,3,2,8,1694,2,0,0,7,0,3,776,2,2010,245350,5
1167,1,0,17,6,0,1,4,5,241,173,2,1,1,7,1,2,472,2,2006,173000,4
1168,0,2,15,6,9,1,4,3,122,501,2,0,0,7,2,1,540,7,2008,235000,5
1169,1,3,3,10,3,4,1,5,556,543,3,1,0,10,1,2,807,7,2006,625000,13
1170,0,0,4,6,7,1,3,1,557,574,1,0,1,6,1,2,358,7,2008,171000,4
1171,0,0,11,6,1,1,4,1,365,599,1,0,1,6,1,3,433,11,2008,163000,4
1172,1,0,5,7,1,1,4,2,8,625,2,1,0,5,0,2,625,3,2008,171900,4
1173,1,0,19,5,1,1,4,3,401,977,3,0,2,12,1,3,0,3,2007,200500,5
1174,1,0,2,6,2,1,4,3,159,449,2,1,1,9,1,1,360,7,2006,239000,5
1175,0,0,3,8,3,4,4,5,371,983,2,1,0,9,1,2,541,4,2007,285000,6
1176,1,3,4,5,3,1,4,1,558,218,1,0,1,5,0,1,264,10,2008,119500,3
1177,0,0,7,6,1,1,4,3,135,350,1,0,1,5,0,1,210,12,2009,115000,3
1178,1,1,2,5,2,1,4,2,8,731,1,1,1,7,1,1,186,7,2009,154900,4
1179,0,2,15,5,2,1,4,5,8,0,1,0,1,5,1,3,0,4,2006,93000,2
1180,2,2,16,7,1,1,4,6,559,0,2,1,1,8,0,2,693,4,2006,250000,6
1181,1,0,2,8,6,2,1,5,560,120,2,0,0,5,1,2,482,11,2008,392500,8
1182,1,2,3,10,2,1,3,5,561,300,3,1,2,10,2,2,813,7,2007,745000,15
1183,0,0,7,5,9,1,4,3,89,299,1,0,1,5,1,1,720,6,2006,120000,3
1184,0,0,16,5,1,4,1,3,562,413,1,1,1,5,2,3,995,5,2007,186700,4
1185,0,0,15,5,8,1,4,4,170,392,1,0,1,7,0,1,392,3,2006,104900,3
1186,1,2,7,3,3,1,2,4,563,538,2,0,1,7,0,1,420,8,2009,95000,2
1187,0,2,3,8,13,1,4,5,564,168,2,0,0,5,1,3,757,7,2006,262000,6
1188,1,0,0,7,0,4,4,2,8,831,2,1,0,7,0,3,493,7,2009,195000,4
1189,0,0,17,7,0,1,4,2,8,994,2,1,0,7,1,2,442,6,2010,189000,4
1190,0,0,4,4,1,2,3,4,562,90,1,0,1,7,1,2,1356,3,2007,168000,4
