,LotFrontage,OverallQual,YearRemodAdd,BsmtFinSF1,BsmtUnfSF,1stFlrSF,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,MoSold,YrSold,SalePrice
944,0,6,1958,289,354,1344,0,1,0,3,7,1,2,525,0,118,1,2009,137500
945,98,5,1996,128,0,1188,0,1,0,2,7,0,2,456,48,0,9,2009,124900
946,70,5,1959,481,102,1144,1,1,0,3,6,1,1,796,86,0,3,2006,143000
947,85,8,2003,91,316,1629,1,2,0,3,9,1,3,808,0,252,11,2007,270000
948,65,7,2002,8,936,936,0,2,1,3,7,1,2,474,144,96,2,2006,192500
949,78,6,2006,601,179,1381,1,1,1,3,5,1,2,676,0,0,3,2010,197500
950,60,5,2002,483,317,864,1,1,0,3,5,0,2,720,194,0,7,2007,129000
951,60,5,1965,208,187,965,1,1,0,3,6,0,1,300,421,0,7,2006,119900
952,60,5,2003,103,108,768,0,1,0,2,5,0,1,396,192,0,4,2009,133900
953,0,5,1969,568,29,1168,0,2,1,4,7,1,2,530,305,189,9,2008,172000
954,35,6,1975,385,0,980,0,2,0,4,4,0,0,0,0,0,10,2006,127500
955,82,6,1950,568,495,979,0,2,0,4,8,0,2,492,0,0,8,2007,145000
956,24,6,1980,459,276,561,0,1,1,2,5,1,2,462,150,0,5,2009,124000
957,70,5,1962,486,640,1057,0,1,0,3,6,0,2,576,0,0,4,2007,132000
958,65,7,2003,487,638,1337,1,2,0,3,6,0,2,531,0,39,10,2007,185000
959,24,7,1999,504,92,696,1,2,1,3,6,0,2,484,0,44,5,2010,155000
960,50,5,2008,488,162,858,1,1,0,2,4,0,0,0,117,0,2,2010,116500
961,0,6,1995,489,434,1542,1,2,1,4,11,1,2,619,550,282,7,2008,272000
962,24,6,1976,490,248,804,1,2,1,3,7,1,2,440,48,0,7,2007,155000
963,122,9,2007,8,1800,1800,0,2,0,2,7,0,2,702,288,136,5,2009,239000
964,80,7,2003,357,193,824,1,2,1,4,8,1,2,510,0,40,2,2010,214900
965,65,6,2007,8,783,783,0,2,1,3,8,1,2,393,0,72,7,2007,178900
966,130,5,1950,228,300,976,1,1,1,2,7,2,1,256,0,70,6,2009,160000
967,0,5,1955,454,196,1098,1,1,0,3,6,0,1,260,0,0,7,2008,135000
968,50,3,1950,8,600,600,0,1,0,2,6,0,0,0,0,0,5,2009,37900
969,75,6,1958,441,75,1095,1,1,0,2,6,0,1,264,0,0,3,2006,140000
970,60,4,1950,8,720,720,0,1,1,4,6,0,0,0,0,0,12,2006,135000
971,36,7,2004,83,197,764,0,2,0,2,6,0,2,474,0,27,7,2009,173000
972,55,6,1979,8,918,918,0,2,0,2,5,1,1,264,28,0,4,2010,99500
973,95,7,2008,8,1428,1428,0,2,0,3,6,0,2,480,0,120,12,2008,182000
974,60,7,1993,8,728,1136,0,1,0,3,8,0,2,532,509,135,10,2009,167500
975,0,7,2000,208,32,673,1,2,1,3,6,0,2,490,153,50,4,2006,165000
976,51,4,1958,8,440,869,0,1,0,2,4,0,0,0,0,0,8,2006,85500
977,35,7,2007,491,135,1241,1,1,1,1,4,0,2,569,0,116,11,2007,199900
978,68,4,1954,475,342,894,0,1,0,3,5,0,2,400,0,0,5,2007,110000
979,80,5,1963,554,470,1121,1,1,0,3,5,0,2,480,0,80,6,2009,139000
980,0,7,2007,493,77,999,1,1,0,3,6,0,2,588,144,76,7,2008,178400
981,98,8,1999,494,371,1276,1,2,1,4,8,1,3,676,250,0,7,2009,336000
982,43,7,2007,8,1266,1266,0,2,0,2,6,1,2,388,100,16,3,2008,159895
983,0,8,2002,8,1128,1149,0,2,1,4,9,1,2,779,0,0,5,2008,255900
984,75,5,1977,8,0,1302,0,2,0,4,8,0,2,539,0,0,8,2009,126000
985,68,5,1950,433,124,1164,1,1,0,3,5,0,1,240,0,48,8,2008,125000
986,59,6,2003,8,485,1001,0,1,0,2,5,0,1,255,394,0,6,2006,117000
987,83,9,2010,495,284,1940,1,2,1,3,8,1,3,606,168,95,4,2010,395192
988,0,6,1976,439,692,1118,0,2,1,4,8,1,2,551,0,224,6,2007,195000
989,65,7,2006,8,770,778,0,2,1,3,6,0,2,614,0,50,8,2006,197000
990,82,8,1998,496,322,1407,1,2,1,3,7,1,3,870,0,70,6,2006,348000
991,121,8,1986,3,700,916,0,1,1,4,8,1,2,424,0,169,11,2009,168000
992,80,6,1993,497,169,1020,0,2,1,3,7,1,2,440,239,42,7,2007,187000
993,68,6,2006,8,750,750,0,2,1,3,6,0,2,564,0,35,8,2006,173900
994,96,10,2007,498,528,1718,1,2,0,3,7,1,3,786,216,48,7,2009,337500
995,51,4,1950,38,363,774,1,1,1,3,5,0,1,305,0,57,8,2006,121600
996,0,5,1961,499,135,1050,1,1,0,3,6,0,1,368,0,319,1,2006,136500
997,0,6,1970,8,1442,1442,0,2,0,2,6,1,2,615,371,0,2,2009,185000
998,60,3,1950,8,1007,1077,0,1,0,3,6,1,1,210,0,100,5,2006,91000
999,64,7,2006,421,501,1208,1,2,0,2,6,0,2,632,105,61,2,2010,206000
1000,74,3,1952,8,0,944,0,1,0,2,4,0,2,528,0,0,7,2009,82000
1001,60,5,1950,8,691,691,0,1,0,2,4,0,1,216,0,20,1,2007,86000
1002,75,8,2006,55,1550,1574,0,2,0,3,7,1,3,824,144,104,7,2008,232000
1003,0,5,1976,8,1680,1680,0,2,0,4,8,0,2,528,0,0,6,2007,136905
1004,43,7,2006,297,1330,1504,0,2,0,1,7,1,2,457,156,0,5,2009,181000
1005,65,5,1977,500,390,985,0,2,0,3,6,0,1,328,210,0,11,2008,149900
1006,0,6,1970,501,420,1657,0,2,0,3,7,1,2,484,0,0,3,2007,163500
1007,21,4,1970,502,0,546,0,1,1,3,6,0,1,286,238,0,8,2009,88000
1008,43,7,2005,8,1710,1710,0,2,0,3,7,1,2,550,100,48,4,2009,240000
1009,60,5,1950,8,1008,1008,0,2,0,4,7,0,0,0,0,0,6,2006,102000
1010,115,5,1950,8,720,720,0,2,0,4,7,1,1,312,0,0,8,2008,135000
1011,75,5,1965,8,0,1664,0,2,0,4,8,0,0,0,0,0,5,2010,100000
1012,55,6,1996,8,602,900,0,1,1,3,7,2,1,180,96,0,8,2007,165000
1013,60,5,2006,261,310,1022,1,1,0,2,4,0,1,280,0,30,6,2009,85000
1014,60,6,1950,52,746,1082,0,1,0,2,5,1,1,240,0,130,11,2007,119200
1015,70,8,2001,26,167,810,1,2,1,3,6,0,2,528,0,45,11,2009,227000
1016,73,7,1996,237,814,1504,1,2,0,3,6,1,2,478,115,66,6,2009,203000
1017,0,8,1984,127,184,1360,1,1,0,1,4,1,2,565,63,0,8,2009,187500
1018,0,7,1992,8,384,802,0,2,1,3,7,1,2,402,164,0,5,2007,160000
1019,43,7,2005,297,1346,1506,0,2,0,2,6,1,2,440,142,20,4,2006,213490
1020,60,4,2005,457,108,1132,1,1,1,2,5,0,2,451,252,64,6,2008,176000
1021,64,7,2006,503,515,1220,1,2,0,2,6,0,2,632,105,54,7,2006,194000
1022,52,5,1950,504,588,912,0,1,0,2,6,0,1,160,0,0,3,2007,87000
1023,43,7,2006,297,1330,1504,0,2,0,2,7,1,2,437,156,20,5,2008,191000
1024,0,8,1976,505,0,2898,1,2,0,2,10,1,2,665,0,72,5,2008,287000
1025,70,5,1972,506,276,882,1,1,0,3,5,0,2,461,96,0,3,2007,112500
1026,73,5,1960,155,571,1264,1,1,0,3,6,2,2,461,0,0,4,2010,167500
1027,71,8,2008,507,125,1646,1,2,0,3,7,1,3,800,192,44,4,2008,293077
1028,79,5,1950,502,359,968,1,1,0,3,6,1,1,240,0,0,4,2007,105000
1029,21,6,1972,508,355,672,0,1,1,3,7,0,1,264,0,28,5,2006,118000
1030,0,5,1995,8,686,948,0,2,0,5,10,0,0,0,0,0,7,2006,160000
1031,102,7,1970,414,301,1687,1,2,1,5,12,2,2,672,136,63,8,2009,197000
1032,0,8,1993,511,326,1352,1,2,1,5,10,1,3,796,209,55,11,2006,310000
1033,0,7,2002,250,668,1654,1,2,0,3,6,0,3,900,0,136,2,2006,230000
1034,50,5,1950,8,920,954,0,1,0,2,5,1,1,240,0,0,6,2007,119750
1035,0,4,1957,8,0,845,0,1,0,3,5,0,1,290,186,0,1,2009,84000
1036,89,9,2008,529,598,1620,1,2,0,2,6,1,3,912,228,0,9,2009,315500
1037,0,8,2002,8,1055,1055,0,2,1,3,7,1,2,905,0,45,9,2008,287000
1038,21,4,2008,8,546,798,0,1,1,3,6,1,0,0,0,0,5,2009,97000
1039,21,4,1970,511,121,630,1,1,0,1,3,0,1,286,0,0,4,2009,80000
1040,88,5,2000,279,284,1803,1,2,0,3,8,1,2,484,0,0,1,2006,155000
1041,0,6,2000,291,336,800,0,1,1,4,7,0,2,484,0,40,7,2008,173000
1042,34,6,2005,512,406,1306,1,2,0,1,5,1,2,624,170,63,8,2009,196000
1043,86,7,1990,513,390,1532,1,2,1,4,10,1,2,514,192,121,5,2008,262280
1044,80,8,1981,514,1420,2524,1,2,1,4,9,1,2,542,474,120,7,2009,278000
1045,0,3,1955,8,0,1733,0,2,0,4,8,1,2,452,0,0,6,2009,139600
1046,85,9,2006,515,1752,1992,0,3,1,4,11,1,3,716,214,108,7,2006,556581
1047,57,5,1995,421,304,990,0,1,0,3,5,0,2,672,0,0,2,2008,145000
1048,100,5,2006,8,0,1771,0,1,0,3,9,1,2,336,0,0,11,2009,115000
1049,60,4,2006,8,0,930,0,1,0,2,6,0,1,308,0,0,4,2010,84900
1050,73,7,2007,8,1302,1302,0,2,0,3,6,0,2,436,0,22,8,2007,176485
1051,103,7,2007,8,1316,1316,0,2,0,3,6,1,2,440,0,20,10,2007,200141
1052,100,6,1978,335,374,1127,0,1,1,4,9,1,2,540,0,52,6,2007,165000
1053,68,5,2002,516,833,1526,0,1,0,4,7,1,1,364,116,78,5,2010,144500
1054,90,8,2002,448,133,1091,1,2,1,3,7,1,2,586,199,60,11,2006,255000
1055,104,6,1976,517,549,1523,0,2,0,3,7,1,2,478,0,0,5,2008,180000
1056,43,7,2005,469,705,1364,1,2,0,2,6,1,2,484,192,36,6,2006,185850
1057,0,7,1994,500,378,979,0,2,1,3,7,1,2,467,168,98,1,2009,248000
1058,96,9,2008,478,168,1130,1,2,1,3,10,1,3,836,0,102,7,2009,335000
1059,0,6,1950,121,0,1096,0,1,1,3,7,1,2,432,0,0,3,2007,220000
1060,41,8,2001,420,722,1338,1,2,0,2,6,0,2,582,0,0,4,2010,213500
1061,120,3,1950,8,894,894,0,1,0,2,6,0,3,1248,0,20,8,2008,81000
1062,85,5,1950,8,662,1422,0,2,0,5,10,0,2,560,0,57,9,2007,90000
1063,50,6,1980,518,706,1103,0,1,0,2,5,1,2,440,166,120,7,2006,110500
1064,0,5,1966,519,184,1154,0,1,1,3,6,1,2,480,0,58,11,2009,154000
1065,80,7,1997,54,105,1306,1,2,1,3,7,0,2,533,296,44,4,2010,328000
1066,59,6,1994,8,799,799,0,2,1,3,7,1,2,380,0,40,5,2009,178000
1067,80,6,1964,356,0,798,1,1,1,4,7,0,2,442,328,128,6,2008,167900
1068,42,6,1973,520,105,1291,1,2,1,5,10,1,2,576,728,20,6,2006,151400
1069,60,5,2003,521,625,893,0,1,0,2,4,0,2,576,0,0,5,2007,135000
1070,72,5,1956,557,462,1048,1,1,0,3,6,0,1,286,0,20,6,2007,135000
1071,78,6,1968,230,429,829,0,1,1,4,8,0,2,441,0,0,5,2009,154000
1072,50,5,1950,8,810,1002,1,1,0,4,7,1,1,280,0,0,8,2006,91500
1073,75,6,1977,523,155,698,0,1,1,3,6,0,2,440,252,0,7,2009,159500
1074,74,7,2006,8,1240,1240,0,2,0,2,5,0,3,826,140,93,5,2007,194000
1075,75,7,1984,524,390,960,0,1,1,3,6,2,1,240,0,0,7,2007,219500
1076,60,5,1989,122,170,1096,0,2,0,3,7,1,2,566,436,21,4,2006,170000
1077,0,5,1969,525,230,1096,1,1,0,3,6,0,1,299,240,32,3,2006,138800
1078,37,6,2004,365,186,848,1,1,0,1,3,1,2,420,140,0,5,2006,155900
1079,65,5,1994,289,495,990,0,1,0,3,5,0,1,299,0,64,4,2007,126000
1080,80,6,2004,422,602,1258,0,2,0,3,5,0,2,528,55,0,10,2008,145000
1081,75,5,1963,526,216,1040,1,1,1,3,5,0,1,308,0,0,6,2010,133000
1082,70,7,2002,8,1459,1459,0,2,0,3,6,1,2,527,192,39,9,2007,192000
1083,80,6,1964,268,698,1251,1,1,0,3,6,2,1,461,0,116,3,2006,160000
1084,0,6,1996,527,99,691,0,2,1,3,6,1,2,409,315,44,7,2006,187500
1085,73,6,1992,435,189,996,1,1,0,2,5,0,2,564,120,0,4,2010,147000
1086,0,4,1973,216,212,546,0,1,1,3,6,0,1,286,120,96,5,2010,83500
1087,85,8,2006,8,1082,1082,0,2,1,3,9,1,3,1043,160,50,5,2009,252000
1088,24,7,2004,8,970,970,0,2,0,3,7,0,2,380,0,40,4,2006,137500
1089,37,8,2005,528,208,1247,1,1,1,1,4,1,2,550,0,84,4,2006,197000
1090,60,3,1950,8,0,1040,0,2,0,2,6,0,2,400,0,0,6,2009,92900
1091,24,7,2000,529,90,624,1,2,1,2,4,0,2,462,0,48,3,2008,160000
1092,60,6,1950,530,758,1390,0,2,0,4,7,1,2,576,342,0,6,2008,136500
1093,71,5,1998,531,203,1200,1,1,1,1,6,0,2,884,0,64,10,2006,146000
1094,74,5,2000,589,448,936,1,1,0,2,4,0,1,308,0,0,5,2010,129000
1095,78,6,2006,55,1290,1314,0,2,0,3,6,1,2,440,0,22,3,2007,176432
1096,60,6,2006,8,684,773,0,1,1,3,7,0,0,0,136,0,3,2007,127000
1097,0,8,1986,8,1074,1088,0,1,1,2,5,0,2,461,0,74,10,2007,170000
1098,50,4,1950,221,0,757,0,1,0,3,6,0,1,240,0,0,7,2009,128000
1099,82,7,1978,533,567,1601,0,2,0,3,7,1,2,478,0,0,4,2009,157000
1100,60,2,1950,327,0,438,0,1,0,1,3,0,1,246,0,0,1,2009,60000
1101,61,5,1971,581,251,950,0,1,0,3,5,0,1,280,0,0,7,2007,119500
1102,70,5,2002,313,422,1134,0,1,0,2,6,0,1,254,0,16,4,2007,135000
1103,79,6,1959,4,0,1194,0,1,0,3,6,1,2,539,0,0,7,2006,159500
1104,24,5,1970,8,630,630,0,2,1,3,6,0,2,440,0,0,4,2007,106000
1105,98,8,1995,535,431,1500,1,2,1,3,9,2,2,712,186,32,4,2010,325000
1106,114,7,1991,360,172,1442,1,2,0,3,6,1,2,719,0,244,5,2007,179900
1107,168,7,2006,8,868,887,0,2,1,3,9,1,2,422,0,100,9,2006,274725
1108,0,6,2000,8,924,948,0,2,1,3,7,1,2,463,100,48,11,2007,181000
1109,107,8,2005,528,797,1836,1,2,0,3,7,1,3,862,125,185,3,2009,280000
1110,0,6,1996,536,554,773,1,2,1,3,8,1,2,431,224,84,6,2008,188000
1111,80,7,1976,474,400,1098,0,2,1,4,8,1,2,483,0,69,9,2008,205000
1112,73,5,1957,537,108,816,1,1,0,2,5,0,1,308,0,0,7,2006,129900
1113,66,5,2006,26,365,1008,1,1,0,2,6,0,1,240,0,18,5,2007,134500
1114,90,5,2000,552,418,833,0,1,0,2,4,0,1,326,0,0,8,2006,117000
1115,93,8,2007,539,730,1734,1,2,0,3,7,1,3,928,0,0,11,2007,318000
1116,0,8,2002,540,55,779,1,2,1,3,7,1,2,527,120,0,3,2009,184100
1117,57,5,2003,541,192,894,1,1,0,3,5,0,2,450,0,0,5,2008,130000
1118,85,5,1987,8,533,1021,0,1,0,3,6,0,1,300,280,34,12,2008,140000
1119,70,5,1959,542,671,1040,0,1,0,3,6,0,1,286,140,0,7,2006,133700
1120,59,6,1950,8,1012,1012,0,1,0,2,6,1,1,308,0,22,5,2007,118400
1121,84,7,2006,55,1528,1552,0,2,0,3,7,0,3,782,144,20,7,2006,212900
1122,0,4,1956,8,672,960,0,1,0,3,5,0,1,288,64,0,10,2009,112000
1123,50,5,2008,8,698,698,0,1,0,2,4,0,0,0,0,200,6,2009,118000
1124,0,7,1992,8,384,812,0,2,1,3,7,1,2,392,100,25,7,2007,163900
1125,60,4,1955,8,1005,1005,0,1,0,2,5,1,2,672,0,0,11,2009,115000
1126,53,7,2007,8,1373,1555,0,2,0,2,7,1,3,660,143,20,6,2009,174000
1127,182,7,2004,91,230,1530,1,2,0,3,7,1,3,630,144,36,11,2007,259000
1128,59,7,2005,8,847,847,0,2,1,4,8,1,2,434,100,48,7,2007,215000
1129,60,5,1980,478,0,936,1,1,0,2,4,0,2,672,49,0,8,2007,140000
1130,65,4,1950,543,500,1328,1,2,0,4,7,2,2,576,431,44,12,2009,135000
1131,63,5,1992,544,762,974,0,1,0,3,5,0,0,0,0,28,9,2007,93500
1132,90,6,1950,8,1008,1178,0,2,0,5,8,0,1,205,0,48,5,2007,117500
1133,80,8,1995,314,544,1142,0,2,1,3,8,1,2,466,0,155,6,2009,239500
1134,57,6,1997,8,916,916,0,2,1,3,7,1,2,460,100,38,8,2007,169000
1135,60,6,1950,8,960,986,0,1,0,2,5,1,1,180,0,128,5,2007,102000
1136,80,6,1950,29,752,1032,0,1,0,3,6,0,1,288,0,0,4,2008,119000
1137,54,5,1996,8,780,780,0,1,0,2,6,0,0,0,0,0,5,2010,94000
1138,0,6,1977,281,0,1567,1,2,0,2,5,2,2,714,264,32,5,2009,196000
1139,98,5,1950,545,270,1167,0,1,0,3,6,1,2,495,0,0,5,2007,144000
1140,60,5,1951,546,100,952,1,1,0,2,4,0,2,840,0,0,6,2008,139000
1141,0,5,1976,613,399,1088,1,2,1,4,9,1,2,484,448,96,10,2009,197500
1142,77,8,2007,566,316,1466,1,3,0,4,11,1,3,1052,125,144,4,2007,424870
1143,0,5,1959,112,718,1006,0,1,0,3,5,0,0,0,0,24,7,2008,80000
1144,60,4,1950,446,324,672,1,1,0,2,5,0,1,280,0,0,7,2010,80000
1145,52,5,1950,8,1042,1042,0,1,0,3,8,1,1,225,0,0,8,2006,149000
1146,0,6,1985,610,40,1298,1,2,0,3,5,1,2,403,165,26,5,2006,180000
1147,75,7,1950,549,429,860,0,1,1,3,7,1,1,234,0,0,7,2009,174500
1148,0,7,1950,8,572,572,0,1,0,2,5,1,1,288,0,0,8,2008,116900
1149,50,7,1988,357,26,832,0,1,0,3,7,0,2,324,0,0,7,2009,143000
1150,57,6,1950,8,932,932,0,1,0,2,4,1,1,306,0,0,11,2007,124000
1151,134,5,1959,550,1290,1466,0,1,1,3,6,2,2,528,0,140,11,2006,149900
1152,90,6,2004,551,230,1811,0,1,0,2,6,1,2,470,0,0,7,2006,230000
1153,0,6,2007,552,278,816,0,1,0,2,5,0,1,432,0,0,6,2008,120500
1154,0,7,1988,346,410,902,0,1,2,4,8,2,2,492,60,84,5,2008,201800
1155,90,5,2004,553,280,1437,1,2,0,3,6,1,2,528,0,21,7,2007,218000
1156,85,5,1999,451,586,1265,0,2,0,3,6,1,2,502,0,92,10,2008,179900
1157,34,7,2008,173,410,1314,1,2,0,2,6,1,2,626,172,62,7,2009,230000
1158,92,8,2008,8,1580,1580,0,2,0,3,7,0,3,830,0,24,6,2008,235128
1159,76,6,1974,335,459,943,0,2,1,4,8,1,2,540,0,69,7,2008,185000
1160,24,6,1978,379,544,855,0,2,1,3,7,1,2,440,26,0,7,2010,146000
1161,0,6,2006,336,568,1640,1,1,0,3,7,1,2,924,108,0,11,2008,224000
1162,109,5,1968,554,402,894,0,1,0,3,5,1,2,450,0,0,5,2007,129000
1163,60,4,1969,555,0,1258,2,0,2,0,6,0,2,400,120,0,1,2008,108959
1164,0,5,1978,96,289,1432,1,1,1,2,5,1,2,588,168,180,6,2007,194000
1165,79,7,2009,8,1502,1502,0,2,0,3,7,0,2,644,0,114,9,2009,233170
1166,64,8,2008,8,1694,1694,0,2,0,3,7,0,3,776,160,33,2,2010,245350
1167,58,6,2000,241,173,959,1,2,1,3,7,1,2,472,0,38,2,2006,173000
1168,120,6,1986,122,501,1236,0,2,0,4,7,2,2,540,0,0,7,2008,235000
1169,118,10,1996,556,543,1831,1,3,1,4,10,1,3,807,361,76,7,2006,625000
1170,76,6,1977,557,574,1118,1,1,0,3,6,1,1,358,203,0,7,2008,171000
1171,76,6,1958,365,599,1261,1,1,0,3,6,1,2,433,0,0,11,2008,163000
1172,35,7,2007,8,625,625,0,2,1,2,5,0,2,625,0,54,3,2008,171900
1173,138,5,1994,401,977,1636,0,3,0,3,12,1,0,0,122,0,3,2007,200500
1174,80,6,1950,159,449,1170,0,2,1,4,9,1,2,360,0,0,7,2006,239000
1175,85,8,2000,371,983,2129,0,2,1,4,9,1,2,541,0,33,4,2007,285000
1176,37,5,1985,558,218,923,1,1,0,3,5,0,1,264,362,0,10,2008,119500
1177,0,6,2004,135,350,818,0,1,0,3,5,0,1,210,0,0,12,2009,115000
1178,54,5,1950,8,731,820,0,1,1,3,7,1,1,186,192,0,7,2009,154900
1179,77,5,1954,8,0,1124,0,1,0,3,5,1,0,0,0,36,4,2006,93000
1180,0,7,1991,559,0,1298,0,2,1,4,8,0,2,693,0,0,4,2006,250000
1181,64,8,2008,560,120,1652,1,2,0,2,5,1,2,482,162,53,11,2008,392500
1182,160,10,1996,561,300,2411,1,3,1,4,10,2,3,813,171,78,7,2007,745000
1183,60,5,1950,89,299,1130,1,1,0,2,5,1,2,720,229,0,6,2006,120000
1184,50,5,1963,562,413,1572,1,1,1,3,5,2,3,995,0,263,5,2007,186700
1185,60,5,1950,170,392,949,1,1,0,4,7,0,1,392,0,0,3,2006,104900
1186,107,3,1970,563,538,1014,1,2,0,3,7,0,2,420,0,74,8,2009,95000
1187,89,8,1995,564,168,1624,1,2,0,2,5,1,3,757,0,114,7,2006,262000
1188,68,7,2002,8,831,831,0,2,1,3,7,0,2,493,144,68,7,2009,195000
1189,60,7,1999,8,994,1028,0,2,1,3,7,1,2,442,140,60,6,2010,189000
1190,0,4,1975,562,90,1622,1,1,0,3,7,1,4,1356,439,0,3,2007,168000
1191,24,8,2000,8,776,764,0,2,1,2,5,0,2,492,206,0,11,2007,174000
1192,60,5,1994,8,702,842,0,1,0,3,6,0,1,250,0,0,7,2007,125000
1193,0,6,1999,565,341,1224,1,2,0,2,5,0,2,402,0,304,6,2009,165000
1194,80,6,1969,224,292,663,0,1,1,4,7,0,1,299,379,36,3,2010,158000
1195,51,6,2005,8,728,728,0,2,1,3,8,0,2,400,100,24,7,2008,176000
1196,58,7,2006,8,879,879,0,2,1,4,9,1,3,660,100,17,11,2006,219210
1197,65,7,1950,8,815,815,0,1,0,3,7,1,1,225,0,0,7,2006,144000
1198,70,7,2001,8,1212,1212,0,2,0,3,6,0,2,573,356,0,6,2009,178000
1199,75,4,1979,566,504,1382,0,1,1,3,6,1,2,459,0,82,10,2006,148000
1200,71,4,1970,8,864,864,0,1,0,3,5,0,1,280,0,0,7,2006,116050
1201,80,7,1998,8,866,866,0,2,1,3,6,0,2,546,198,36,3,2009,197900
1202,50,5,1997,8,884,884,1,1,0,3,5,1,1,216,0,0,5,2009,117000
1203,75,7,2001,8,1630,1630,0,2,0,3,6,1,2,451,74,234,10,2009,213000
1204,78,5,1975,567,268,1074,1,1,1,3,6,0,2,495,0,88,7,2006,153500
1205,90,7,1991,568,1496,2196,0,2,0,3,7,1,3,701,84,70,6,2009,271900
1206,0,4,1966,244,0,1056,1,1,0,2,5,0,1,384,0,42,11,2006,107000
1207,70,6,2003,569,1342,1700,1,2,0,3,7,0,2,544,192,23,5,2006,200000
1208,70,5,1980,297,319,1283,1,1,0,3,6,0,2,506,0,0,10,2008,140000
1209,85,8,2006,570,440,1660,1,2,0,3,8,1,2,500,322,50,5,2006,290000
1210,70,6,1992,8,1055,1055,0,2,1,3,8,1,2,462,635,104,5,2010,189000
1211,152,8,2005,571,132,1080,0,2,0,4,8,0,2,492,325,12,6,2010,164000
1212,50,4,1950,572,328,672,1,1,0,2,4,0,1,234,0,113,8,2009,113000
1213,0,4,2001,60,0,960,1,0,0,0,3,0,1,364,88,0,5,2006,145000
1214,69,5,1962,431,141,999,1,1,0,3,6,0,1,300,150,72,5,2006,134500
1215,99,5,1966,318,340,894,0,1,0,3,5,0,1,384,0,0,5,2007,125000
1216,68,6,1978,8,0,1318,0,2,0,4,8,0,2,539,0,0,4,2010,112000
1217,72,8,2009,478,364,1314,1,2,0,3,6,0,2,552,135,112,9,2009,229456
1218,52,4,1950,8,0,672,0,1,0,2,3,0,0,0,0,0,7,2006,80500
1219,21,6,1971,8,672,672,0,1,1,3,7,0,0,0,201,0,4,2006,91500
1220,66,5,1964,132,0,912,0,1,0,2,5,0,1,288,0,0,11,2006,115000
1221,55,5,1968,70,210,1211,0,1,0,3,5,1,1,322,0,63,8,2008,134000
1222,78,6,1950,435,844,1168,0,2,0,3,7,1,1,315,0,0,1,2007,143000
1223,89,5,1951,573,1380,2136,0,2,0,4,7,0,2,528,0,30,10,2006,137900
1224,60,7,2005,400,64,788,1,2,1,3,8,1,2,388,100,75,2,2008,184000
1225,65,6,1958,92,81,1138,0,1,0,3,6,0,1,264,224,0,6,2007,145000
1226,86,6,2007,8,894,894,0,2,1,4,9,1,3,668,100,18,1,2008,214000
1227,72,5,2008,500,317,912,1,1,0,2,5,0,2,576,0,240,12,2008,147000
1228,65,9,2008,574,162,1702,1,1,1,1,7,1,3,1052,0,72,10,2008,367294
1229,70,5,1960,575,409,1507,0,2,0,4,7,0,1,404,0,0,8,2008,127000
1230,0,5,1977,209,652,1361,0,2,2,4,12,1,2,600,155,24,8,2007,190000
1231,70,5,1962,576,303,1190,1,1,0,3,6,0,2,540,0,18,5,2006,132500
1232,70,4,1962,8,0,1224,0,2,0,2,6,0,2,462,0,0,3,2007,101800
1233,0,5,1959,577,188,1188,1,1,0,3,6,0,2,531,0,0,5,2010,142000
1234,55,5,1950,8,940,1024,0,1,1,4,7,0,0,0,0,192,11,2008,130000
1235,96,5,1950,8,747,892,0,1,1,4,9,0,1,180,203,40,7,2006,138887
1236,36,7,2003,8,764,764,0,2,1,2,6,0,2,474,0,27,6,2010,175500
1237,41,7,2005,8,847,847,0,2,1,4,8,1,2,434,100,48,9,2006,195000
1238,63,6,2005,8,1141,1141,0,1,1,3,6,0,2,484,0,0,3,2006,142500
1239,64,8,2006,228,1048,1484,0,2,0,2,6,1,2,472,120,33,12,2007,265900
1240,65,7,2003,142,334,884,1,2,1,3,8,0,2,543,0,63,7,2008,224900
1241,83,7,2007,8,1689,1689,0,2,0,3,7,0,3,954,0,56,6,2007,248328
1242,85,7,1974,578,0,1173,1,2,0,3,6,2,2,528,0,120,1,2010,170000
1243,107,10,2006,579,690,2076,1,2,1,2,7,1,3,850,216,229,9,2006,465000
1244,0,8,1950,8,792,792,0,1,0,3,7,2,2,400,0,0,6,2006,230000
1245,78,6,2003,8,585,1140,0,3,1,3,7,1,2,477,268,112,1,2007,178000
1246,65,7,2006,8,756,756,0,2,1,3,6,0,2,615,0,45,3,2006,186500
1247,0,6,1976,424,473,1034,1,1,0,3,6,0,3,888,0,0,5,2010,169900
1248,60,6,1950,630,416,1134,0,1,1,3,8,1,2,396,0,0,4,2008,129500
1249,60,5,1950,581,246,988,0,1,0,3,6,0,1,276,0,80,5,2007,119000
1250,93,7,1968,606,1045,2110,1,2,1,3,8,2,2,522,0,0,4,2010,244000
1251,0,7,2003,8,1405,1405,0,2,0,2,6,1,2,478,148,36,3,2006,171750
1252,62,5,1968,529,354,874,1,1,0,3,5,0,1,288,33,0,11,2009,130000
1253,0,7,2003,582,36,1516,1,2,1,3,9,2,2,518,220,47,7,2007,294000
