,MSSubClass,LotFrontage,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,MoSold,YrSold,SalePrice
639,120,53,8,5,2006,2006,0,359,0,366,1520,1567,0,1567,1,2,0,1,7,1,3,648,312,0,0,10,2006,264561
640,120,62,8,5,2003,2004,472,386,0,300,1518,1518,0,1518,0,1,1,1,6,1,2,588,185,140,0,4,2008,274000
641,60,0,7,5,2001,2001,0,360,0,319,1057,1057,872,1929,1,2,1,3,7,1,2,650,0,235,0,5,2007,226000
642,80,75,8,7,1972,1995,0,544,0,542,1952,2000,704,2704,1,2,1,4,9,3,2,538,269,111,0,7,2009,345000
643,60,80,5,5,1969,1969,263,361,287,0,780,780,840,1620,0,2,1,4,7,0,2,462,208,0,0,4,2007,152000
644,20,85,9,5,2009,2009,162,362,0,645,1766,1766,0,1766,1,2,1,2,7,1,3,478,195,130,0,10,2009,370878
645,20,0,6,5,1971,1971,0,363,35,664,981,981,0,981,1,1,1,3,5,0,2,576,0,312,40,3,2007,143250
646,20,60,5,5,1950,1950,0,8,0,0,0,1048,0,1048,0,1,0,3,7,0,2,420,0,27,0,7,2008,98300
647,20,85,6,5,1953,1953,216,444,0,594,1094,1094,0,1094,0,1,0,3,5,2,2,495,0,0,0,6,2008,155000
648,60,70,6,5,1966,1966,351,8,0,756,756,1051,788,1839,0,1,1,4,7,1,2,442,0,124,216,6,2010,155000
649,180,21,4,6,1970,1970,0,365,499,0,630,630,0,630,1,1,0,1,3,0,0,0,0,0,0,12,2007,84500
650,60,65,7,6,2007,2007,0,8,0,813,813,822,843,1665,0,2,1,3,7,0,2,562,0,0,0,5,2008,205950
651,70,60,4,5,1940,1950,0,8,0,755,755,755,755,1510,1,1,0,4,7,1,1,296,120,0,0,10,2009,108000
652,60,70,7,5,1996,1996,0,8,0,880,880,909,807,1716,0,2,1,2,7,1,2,512,0,120,0,7,2009,191000
653,50,60,6,7,1906,1995,0,8,0,756,756,756,713,1469,0,1,0,3,7,0,1,216,57,0,239,6,2008,135000
654,20,91,8,6,1995,1995,660,366,0,413,2109,2113,0,2113,1,2,1,2,7,1,3,839,236,46,0,8,2008,350000
655,160,21,6,5,1971,1971,381,8,0,525,525,525,567,1092,0,1,1,3,6,0,1,264,0,0,0,3,2010,88000
656,20,72,5,7,1959,2006,54,367,0,247,1053,1053,0,1053,1,1,1,3,5,0,1,312,0,0,0,8,2008,145500
657,70,60,7,6,1931,2000,0,8,0,776,776,851,651,1502,0,1,1,3,6,1,1,270,0,0,112,2,2008,149000
658,50,78,6,5,1948,1950,0,8,0,912,912,912,546,1458,0,1,0,3,6,1,1,330,192,0,0,1,2010,97500
659,20,75,5,7,1964,1999,0,323,0,849,1486,1486,0,1486,1,1,0,3,7,0,2,480,0,0,0,3,2009,167000
660,60,0,7,7,1976,1976,233,8,0,793,793,1142,793,1935,0,2,1,3,7,1,2,550,0,113,252,11,2007,197900
661,60,52,8,7,1994,2005,528,368,180,88,1629,1686,762,2448,1,2,1,4,8,1,3,711,517,76,0,7,2009,402000
662,20,120,6,3,1968,1968,216,8,0,1392,1392,1392,0,1392,1,1,0,2,5,2,2,576,0,0,240,7,2009,110000
663,85,90,4,5,1972,1972,0,542,180,38,1138,1181,0,1181,1,2,0,3,6,0,2,588,0,0,180,4,2008,137500
664,20,49,8,5,2005,2006,0,370,0,356,2077,2097,0,2097,1,1,1,1,8,1,3,1134,192,267,0,1,2006,423000
665,60,106,8,5,2000,2000,40,8,0,1406,1406,1454,482,1936,0,2,1,3,7,1,2,504,188,124,0,11,2006,230500
666,60,0,6,5,1965,1979,113,371,723,111,1021,1465,915,2380,0,2,1,3,7,1,2,596,0,265,0,8,2007,129000
667,20,65,6,5,1994,1998,258,372,0,270,1408,1679,0,1679,1,2,0,3,7,1,2,575,224,42,0,10,2008,193500
668,20,0,5,6,1956,1987,0,373,0,200,1188,1437,0,1437,1,1,1,3,6,1,2,576,304,0,0,11,2006,168000
669,30,80,4,5,1922,1950,0,8,0,700,700,1180,0,1180,0,1,0,2,5,1,1,252,0,0,67,7,2006,137500
670,60,64,6,5,2005,2005,0,374,0,545,738,738,738,1476,1,2,1,3,7,0,2,540,100,35,0,2,2009,173500
671,70,54,6,6,1925,1950,0,483,0,121,672,697,672,1369,1,2,0,3,6,0,1,300,147,0,0,7,2009,103600
672,20,0,6,6,1977,1977,0,376,0,441,1208,1208,0,1208,1,1,1,3,6,1,2,546,198,42,0,6,2006,165000
673,20,110,6,7,1957,2004,106,377,0,291,1477,1839,0,1839,1,2,0,3,7,2,2,416,0,87,0,6,2007,257500
674,20,80,6,6,1965,1965,0,378,0,244,1136,1136,0,1136,1,1,0,3,5,1,1,384,426,0,0,7,2008,140000
675,160,24,6,6,1978,1978,0,379,0,544,855,855,586,1441,0,2,1,3,7,1,2,440,28,0,0,4,2009,148500
676,70,60,4,2,1900,1950,0,8,0,1095,1095,1095,679,1774,1,2,0,4,8,0,3,779,0,0,90,5,2006,87000
677,30,52,5,8,1924,2006,0,8,0,768,768,792,0,792,0,1,0,2,5,0,1,240,316,0,120,5,2009,109500
678,20,80,8,5,2008,2008,464,8,0,2046,2046,2046,0,2046,0,2,1,3,7,1,3,834,322,82,0,7,2009,372500
679,20,0,5,5,1961,1961,57,380,0,161,988,988,0,988,1,1,0,3,5,0,2,572,0,0,0,10,2007,128500
680,120,50,6,5,1980,1980,0,613,119,261,923,923,0,923,0,2,0,2,5,1,1,264,80,0,0,5,2010,143000
681,50,55,5,5,1932,2000,0,226,0,611,793,848,672,1520,0,1,0,3,6,0,1,281,0,0,56,7,2009,159434
682,120,0,6,5,1996,1997,0,382,0,288,1291,1291,0,1291,1,1,0,2,6,1,2,431,307,0,0,11,2008,173000
683,20,90,9,5,2002,2002,215,516,0,567,1626,1668,0,1668,1,2,0,3,7,1,3,702,257,45,0,7,2007,285000
684,60,58,7,5,1998,1998,30,8,0,1195,1195,1195,644,1839,0,2,1,4,7,0,2,486,0,81,0,6,2010,221000
685,160,0,7,5,1984,1984,0,615,182,180,1190,1190,900,2090,1,2,0,3,6,1,2,577,219,0,0,9,2007,207500
686,60,84,7,6,2007,2007,0,8,0,874,874,874,887,1761,0,3,0,3,7,0,2,578,144,105,0,8,2007,227875
687,160,0,7,5,2004,2004,0,384,0,312,551,551,551,1102,0,2,1,2,4,0,2,480,0,60,0,3,2007,148800
688,20,60,8,6,2007,2007,0,385,0,474,1419,1419,0,1419,1,2,0,2,7,1,2,567,140,0,0,10,2007,392000
689,120,61,6,5,2005,2006,256,386,0,1342,1362,1362,0,1362,0,2,0,2,6,1,2,460,192,28,0,6,2007,194700
690,120,0,6,5,2004,2004,147,155,0,151,848,848,0,848,1,1,0,1,3,1,2,420,149,0,0,5,2008,141000
691,60,104,10,6,1994,1995,1170,387,0,989,2444,2444,1872,4316,0,3,1,4,10,2,3,832,382,50,0,1,2007,755000
692,60,42,7,5,1989,1990,293,388,0,245,1210,1238,1281,2519,1,2,1,4,9,2,2,628,320,27,0,4,2006,335000
693,30,60,5,6,1921,1968,0,8,0,1073,1073,1073,0,1073,0,1,0,2,4,0,1,326,0,0,112,12,2006,108480
694,50,51,5,6,1936,1950,0,8,0,927,927,1067,472,1539,0,1,1,3,5,0,2,576,112,0,0,4,2009,141500
695,20,54,6,6,1987,1987,72,389,40,92,1112,1137,0,1137,1,2,0,2,5,1,2,551,125,0,0,7,2006,176000
696,30,50,5,7,1921,1950,0,420,0,0,616,616,0,616,0,1,0,2,4,0,1,205,0,0,129,6,2006,89000
697,20,57,5,7,1952,1952,0,177,551,219,980,1148,0,1148,0,1,0,2,6,0,1,308,0,0,0,9,2006,123500
698,20,65,5,8,1965,2009,0,268,117,224,894,894,0,894,1,1,0,3,5,1,1,336,416,144,0,4,2010,138500
699,120,59,7,5,2004,2004,0,297,0,1375,1391,1391,0,1391,0,2,0,2,5,0,2,530,156,158,0,7,2008,196000
700,20,85,8,5,2002,2002,630,602,0,526,1800,1800,0,1800,1,2,0,3,7,1,3,765,270,78,0,5,2006,312500
701,20,80,7,5,1969,1969,168,8,0,1164,1164,1164,0,1164,0,1,1,3,6,0,2,528,0,0,0,7,2006,140000
702,60,82,8,5,2006,2006,466,8,0,1234,1234,1264,1312,2576,0,2,1,4,10,1,3,666,324,100,0,7,2006,361919
703,190,76,5,9,1900,1996,0,8,0,360,360,1032,780,1812,0,2,0,4,8,1,2,672,344,0,40,5,2010,140000
704,20,70,7,5,2004,2005,109,222,0,761,1473,1484,0,1484,1,2,0,3,7,0,2,606,0,35,0,5,2010,213000
705,190,70,4,5,1930,1950,0,8,0,0,0,372,720,1092,0,2,0,3,7,0,0,0,0,0,0,7,2010,55000
706,20,0,7,5,1971,2002,351,307,0,424,1643,1824,0,1824,1,2,0,2,5,2,2,739,380,48,0,6,2007,302000
707,120,48,8,5,2006,2006,176,390,0,461,1324,1324,0,1324,1,2,0,2,6,1,2,550,192,38,0,12,2009,254000
708,60,65,7,5,2007,2007,0,8,0,728,728,728,728,1456,0,2,1,3,8,1,2,400,100,24,0,7,2007,179540
709,20,0,5,7,1966,1966,41,8,0,876,876,904,0,904,0,1,0,3,6,0,1,408,0,0,0,12,2008,109900
710,30,56,3,6,1935,2003,0,8,0,270,270,729,0,729,0,1,0,2,5,0,0,0,0,0,0,7,2008,52000
711,50,66,4,7,1900,1950,0,8,0,859,859,859,319,1178,0,1,0,2,7,0,1,384,68,0,98,1,2010,102776
712,120,40,8,5,1988,1989,0,376,0,461,1228,1228,0,1228,1,2,0,2,5,1,2,472,168,120,0,10,2008,189000
713,190,60,4,5,1970,1970,160,243,0,171,960,960,0,960,1,1,0,3,6,0,2,576,0,288,0,5,2006,129000
714,60,0,6,8,1976,2005,289,391,0,192,725,725,754,1479,0,2,1,3,6,0,2,475,0,44,0,3,2010,130500
715,20,78,6,5,1974,1974,174,8,0,1064,1064,1350,0,1350,0,2,0,3,7,1,2,478,0,0,0,8,2009,165000
716,70,60,7,8,1890,1998,0,8,0,718,718,1576,978,2554,0,1,1,3,8,0,2,704,0,48,143,7,2007,159500
717,20,80,5,6,1973,2000,0,392,0,92,1176,1178,0,1178,0,1,1,3,5,1,2,439,224,0,0,11,2008,157000
718,60,96,7,5,1993,1994,651,393,0,138,1311,1325,1093,2418,1,2,1,3,9,1,3,983,250,154,216,8,2008,341000
719,20,69,5,6,1969,1969,0,414,0,448,971,971,0,971,0,1,1,3,5,1,1,300,0,0,0,5,2006,128500
720,120,0,8,5,1985,1985,0,395,0,594,1742,1742,0,1742,1,2,0,2,5,1,2,564,114,28,234,12,2006,275000
721,120,0,6,5,2004,2004,169,365,0,186,848,848,0,848,1,1,0,1,3,0,2,420,160,0,0,5,2010,143000
722,20,70,4,7,1970,1970,0,396,0,673,864,864,0,864,0,1,0,3,5,0,2,463,0,0,0,7,2009,124500
723,50,60,4,6,1954,1972,0,8,0,941,941,997,473,1470,0,2,0,4,7,0,1,548,0,0,0,5,2008,135000
724,20,86,9,5,2007,2008,340,518,0,464,1698,1698,0,1698,1,2,0,3,8,1,3,768,327,64,0,2,2009,320000
725,20,60,4,6,1970,1970,0,483,239,250,864,864,0,864,0,1,0,3,5,0,2,660,96,0,0,11,2009,120500
726,20,0,6,9,1988,2007,260,399,0,72,880,1680,0,1680,1,2,0,3,5,1,2,540,292,44,0,12,2009,222000
727,20,64,7,5,2007,2007,82,400,0,508,1232,1232,0,1232,1,2,0,2,6,0,2,632,132,0,0,2,2009,194500
728,90,85,5,5,1958,1958,95,8,0,1584,1584,1776,0,1776,1,2,0,4,9,0,3,888,0,25,0,7,2009,110000
729,30,52,4,5,1925,1950,0,401,0,628,780,848,0,1208,0,1,0,2,5,0,2,539,0,23,112,1,2009,103000
730,120,39,8,5,1995,1996,0,402,0,415,1595,1616,0,1616,1,2,0,2,5,1,2,608,237,152,0,3,2010,236500
731,80,73,7,5,2003,2003,442,241,0,82,868,1146,0,1146,1,2,0,3,6,1,2,438,160,22,0,5,2007,187500
732,60,75,7,5,1998,1999,202,403,0,901,1153,1153,878,2031,0,2,1,3,8,1,2,541,192,84,0,7,2008,222500
733,20,80,5,6,1961,1983,0,337,0,270,864,1144,0,1144,1,1,0,3,6,1,1,264,165,0,0,3,2009,131400
734,20,0,5,5,1968,1968,0,8,0,948,948,948,0,948,0,1,0,3,6,0,1,300,147,0,0,5,2007,108000
735,75,60,7,7,1914,1970,0,124,0,490,880,880,888,1768,0,1,1,2,6,2,2,320,0,341,0,10,2006,163000
736,90,60,3,4,1950,1950,0,8,0,0,0,1040,0,1040,0,2,0,2,6,0,2,400,0,0,0,7,2006,93500
737,60,72,8,5,2005,2005,0,8,0,893,893,901,900,1801,0,2,1,3,8,1,3,800,0,116,0,6,2006,239900
738,90,60,5,5,1987,1988,0,66,0,0,1200,1200,0,1200,3,3,0,3,5,0,0,0,120,0,0,3,2009,179000
739,60,65,7,5,2004,2004,0,8,0,864,864,864,864,1728,0,2,1,3,7,0,2,572,187,56,0,4,2009,190000
740,70,60,5,7,1910,2002,0,8,0,264,264,768,664,1432,0,2,0,2,7,0,2,360,270,0,112,5,2007,132000
741,20,65,6,8,1961,1996,0,629,0,80,912,912,0,912,1,1,0,3,5,0,1,288,168,0,0,5,2008,142000
742,20,65,7,5,2000,2001,108,8,0,1349,1349,1349,0,1349,0,2,0,3,6,0,2,539,120,55,0,12,2007,179000
743,80,70,5,6,1963,1999,0,69,0,76,520,1464,0,1464,0,2,0,3,6,1,2,480,302,0,0,10,2009,175000
744,120,41,8,5,1993,1993,0,13,0,604,1337,1337,0,1337,1,2,0,2,5,1,2,462,96,0,70,10,2008,180000
745,60,0,8,9,1976,1996,289,405,80,487,1142,1175,1540,2715,0,3,1,4,11,2,2,831,0,204,0,7,2008,299800
746,60,0,7,5,2000,2000,0,79,0,652,952,980,1276,2256,0,2,1,4,8,1,2,554,224,54,0,4,2009,236000
747,70,65,7,7,1880,2003,0,8,0,1240,1240,1320,1320,2640,0,1,1,4,8,1,4,864,181,0,386,5,2009,265979
748,20,59,7,5,1996,1996,338,406,0,801,1720,1720,0,1720,1,2,0,3,7,1,2,527,240,56,154,3,2010,260400
749,50,50,4,3,1945,1950,0,8,0,0,0,1088,441,1529,0,2,0,4,9,0,1,240,92,0,185,4,2009,98000
750,50,55,4,7,1910,2004,0,8,0,576,576,792,348,1140,0,1,0,3,7,0,0,0,0,160,0,6,2010,96500
751,60,0,7,5,2003,2003,0,8,0,660,660,660,660,1320,0,2,1,3,6,0,2,400,0,48,0,8,2007,162000
752,20,79,6,5,1997,1997,0,66,0,279,1479,1494,0,1494,1,2,0,3,6,0,2,576,168,27,0,7,2006,217000
753,60,80,8,5,2005,2005,178,8,0,1030,1030,1038,1060,2098,0,2,1,3,8,1,3,878,192,52,0,3,2006,275500
754,20,61,6,8,1969,2005,0,407,472,115,1026,1026,0,1026,1,1,0,3,5,0,2,440,171,48,0,7,2009,156000
755,160,34,6,5,1999,1999,894,613,0,348,729,742,729,1471,0,2,1,3,6,0,2,440,0,24,0,3,2009,172500
756,60,68,8,5,2007,2007,0,386,0,846,866,866,902,1768,0,2,1,3,7,0,2,578,144,105,0,4,2009,212000
757,60,0,6,5,1978,1978,328,409,0,234,672,672,714,1386,0,2,1,3,6,1,2,440,335,0,0,4,2010,158900
758,160,24,7,5,1999,1999,360,524,0,195,744,757,744,1501,0,2,1,3,6,0,2,440,0,0,0,8,2008,179400
759,60,65,8,5,1995,1995,513,313,64,1198,1318,1328,1203,2531,0,2,1,4,9,1,3,752,222,98,0,11,2007,290000
760,20,70,6,6,1959,1959,0,411,0,252,864,864,0,864,0,1,0,2,5,0,1,300,0,0,0,10,2009,127500
761,30,60,5,5,1924,1950,0,86,0,740,1145,1301,0,1301,0,1,0,2,5,0,2,440,0,0,0,10,2009,100000
762,60,72,7,5,2009,2009,0,55,0,732,756,764,783,1547,0,2,1,3,7,0,2,614,169,45,0,6,2010,215200
763,60,82,8,5,1999,1999,673,581,0,89,1252,1268,1097,2365,1,2,1,3,8,1,3,856,0,128,0,7,2009,337000
764,120,30,8,5,1995,1996,0,413,1057,0,1494,1494,0,1494,1,1,1,2,6,1,2,481,0,30,0,4,2006,270000
765,20,75,9,5,2008,2008,284,8,0,1498,1498,1506,0,1506,0,2,0,2,6,1,2,592,0,174,0,8,2008,264132
766,60,80,7,5,1988,1988,42,414,0,586,980,980,734,1714,0,2,1,3,7,1,2,496,228,66,156,3,2010,196500
767,50,75,6,7,1940,1985,0,103,0,323,983,983,767,1750,1,2,0,4,7,0,1,423,245,0,156,7,2008,160000
768,20,70,7,5,2004,2005,0,55,0,1836,1860,1836,0,1836,0,2,0,3,8,1,2,484,120,33,0,10,2006,216837
769,60,47,8,5,2003,2003,603,552,0,234,1650,1690,1589,3279,1,3,1,4,12,1,3,841,503,36,0,6,2010,538000
770,85,0,5,5,1982,1982,0,342,0,173,858,858,0,858,1,1,0,2,5,0,2,576,120,0,0,4,2009,134900
771,20,67,4,5,1951,1951,0,459,0,0,836,1220,0,1220,0,1,0,2,6,0,2,396,0,0,0,4,2006,102000
772,80,94,6,5,1976,1976,0,416,127,480,1029,1117,0,1117,1,1,0,3,6,1,2,672,144,0,0,3,2010,107000
773,20,70,5,5,1958,1958,1,31,0,456,912,912,0,912,0,1,0,2,5,0,1,275,0,0,0,7,2007,114500
774,20,110,8,5,2006,2006,375,8,0,1935,1935,1973,0,1973,0,2,0,3,9,1,3,895,315,45,0,7,2007,395000
775,120,32,6,5,1998,1998,320,321,0,338,1204,1204,0,1204,1,2,0,2,5,0,2,412,0,247,0,6,2009,162000
776,20,86,7,5,2005,2006,240,386,0,1594,1614,1614,0,1614,0,2,0,3,7,0,3,865,144,59,0,7,2006,221500
777,20,100,5,5,1974,1974,0,486,0,102,864,894,0,894,1,1,0,3,5,1,2,440,241,0,0,6,2006,142500
778,90,60,5,5,1977,1977,320,8,0,0,0,2020,0,2020,0,2,0,4,10,2,2,630,0,0,0,10,2007,144000
779,90,78,6,5,1977,1977,90,418,0,0,975,1004,0,1004,1,1,0,2,4,0,2,504,0,0,0,5,2006,135000
780,20,63,7,5,1995,1996,38,8,0,1237,1237,1253,0,1253,0,2,0,3,6,1,2,402,220,21,0,6,2007,176000
781,60,65,6,5,1992,1992,0,254,0,374,761,810,793,1603,0,2,1,3,7,0,2,484,0,124,0,7,2006,175900
782,20,67,7,5,2001,2002,0,8,0,1413,1413,1430,0,1430,0,2,0,3,6,0,2,605,0,33,0,6,2009,187100
783,85,0,5,6,1978,1978,104,419,0,0,1097,1110,0,1110,1,1,0,1,4,1,2,602,303,30,0,7,2009,165500
784,75,35,6,6,1914,2001,0,8,0,742,742,742,742,1484,0,2,0,3,9,1,0,0,0,291,134,6,2008,128000
785,20,0,6,5,1967,1967,0,420,630,491,1372,1342,0,1342,0,2,0,3,7,1,2,457,0,0,0,9,2009,161500
786,50,60,5,6,1915,1950,0,421,0,0,686,966,686,1652,1,2,0,4,7,0,1,416,0,0,196,6,2010,139000
787,60,76,7,5,2004,2004,0,422,0,300,956,956,1128,2084,1,2,1,4,8,0,2,618,0,45,0,1,2010,233000
788,20,50,4,7,1954,2000,0,8,0,901,901,901,0,901,0,1,0,2,4,0,1,281,0,0,0,8,2008,107900
789,60,0,6,8,1966,2007,157,530,0,264,832,976,1111,2087,0,2,1,5,9,0,2,444,133,168,0,7,2007,187500
790,120,43,7,5,2005,2006,11,297,0,1129,1145,1145,0,1145,0,2,0,2,5,1,2,397,100,16,0,9,2009,160200
791,80,0,6,5,1976,1976,0,424,0,490,1029,1062,0,1062,1,1,0,3,5,2,2,539,120,0,0,5,2007,146800
792,60,92,7,5,1996,1997,0,425,0,255,1117,1127,886,2013,1,2,1,3,8,1,2,455,180,130,0,6,2007,269790
793,20,76,8,5,2007,2007,140,8,0,1496,1496,1496,0,1496,0,2,0,3,7,0,2,474,168,130,0,6,2007,225000
794,60,0,7,5,1994,1996,0,8,0,712,712,1086,809,1895,0,2,1,3,7,1,2,409,143,46,0,10,2008,194500
795,60,70,6,6,1980,1981,130,8,0,650,650,888,676,1564,0,2,1,3,7,1,2,476,0,50,0,4,2010,171000
796,20,71,6,5,1977,1977,148,8,0,660,660,1285,0,1285,0,1,1,3,7,1,2,528,138,0,0,4,2007,143500
797,20,57,5,5,1953,1953,0,78,0,203,773,773,0,773,0,1,0,2,4,0,1,240,0,0,0,4,2008,110000
798,60,104,9,5,2008,2009,860,8,0,1926,1926,1966,1174,3140,0,3,1,4,11,2,3,820,144,78,0,7,2009,485000
799,50,60,5,7,1937,1950,252,65,0,162,731,981,787,1768,1,1,1,3,7,2,1,240,0,0,264,6,2007,175000
800,60,79,6,5,1997,1997,0,245,0,154,616,616,1072,1688,1,2,1,4,8,0,2,603,403,114,185,5,2008,200000
801,30,40,4,7,1916,1990,0,426,0,999,1196,1196,0,1196,1,1,0,2,5,0,2,440,0,0,0,7,2007,109900
802,60,63,7,5,2005,2005,0,60,0,80,728,728,728,1456,1,2,1,3,7,1,2,410,36,18,0,10,2008,189000
803,60,107,9,5,2008,2009,424,8,0,1734,1734,1734,1088,2822,0,3,1,4,12,1,3,1020,52,170,0,1,2009,582933
804,20,75,5,5,1954,1954,0,515,0,124,936,1128,0,1128,0,1,0,2,5,0,1,286,0,0,0,6,2006,118000
805,20,91,7,5,2008,2008,256,8,0,1417,1417,1428,0,1428,0,2,0,3,6,0,2,554,0,60,0,7,2008,227680
806,80,75,5,5,1967,1967,0,291,480,100,980,980,0,980,0,2,0,3,6,0,1,384,68,0,0,10,2006,135500
807,70,144,5,6,1923,2004,0,589,0,15,1324,1072,504,1576,2,1,1,3,6,1,2,528,0,312,0,5,2009,223500
808,80,85,5,5,1966,1966,1047,571,128,380,1024,1086,0,1086,1,1,0,3,6,1,2,484,0,0,0,6,2006,159950
809,75,90,5,5,1898,1965,0,8,0,849,849,1075,1063,2138,0,2,0,2,11,0,2,360,40,156,0,11,2009,106000
810,20,78,6,6,1974,1999,99,428,377,0,1040,1309,0,1309,1,1,1,3,5,1,2,484,265,0,0,1,2006,181000
811,120,0,6,5,2004,2004,169,365,0,186,848,848,0,848,1,1,0,1,4,1,2,420,140,0,0,6,2008,144500
812,20,66,5,5,1952,1952,0,8,0,540,540,1044,0,1044,0,1,0,2,4,0,2,504,0,0,0,6,2010,55993
813,20,75,6,6,1958,1958,243,429,0,834,1442,1442,0,1442,0,1,1,4,7,0,1,301,0,0,275,4,2007,157900
814,50,45,5,7,1918,1950,0,8,0,686,686,686,564,1250,0,1,1,3,7,0,1,280,207,0,96,7,2006,116000
815,20,48,7,5,1998,1998,442,8,0,1649,1649,1661,0,1661,0,2,0,3,6,0,2,598,0,34,0,5,2010,224900
816,20,0,5,6,1954,1954,0,329,0,522,1008,1008,0,1008,0,1,0,2,4,1,1,275,0,0,120,7,2006,137000
817,20,0,8,5,2002,2002,148,386,0,350,1568,1689,0,1689,1,2,0,3,7,2,3,857,150,59,0,7,2008,271000
818,80,80,6,7,1971,1971,80,297,0,506,1010,1052,0,1052,1,1,0,3,6,0,2,440,0,0,0,6,2010,155000
819,120,44,7,5,2009,2010,128,13,0,625,1358,1358,0,1358,1,2,0,2,6,1,2,484,192,35,0,6,2010,224000
820,60,72,7,5,2003,2003,0,8,0,798,798,798,842,1640,0,2,1,3,6,0,2,595,0,45,0,6,2008,183000
821,20,60,4,4,1953,1953,0,8,0,936,936,936,0,936,0,1,0,2,4,0,2,576,0,32,112,2,2009,93000
822,60,0,7,5,2003,2003,0,8,0,847,847,847,886,1733,0,2,1,3,7,1,2,433,100,48,0,10,2007,225000
823,50,60,6,7,1940,1950,0,8,0,778,778,944,545,1489,0,2,0,3,7,1,1,240,335,0,0,7,2009,139500
824,20,81,8,5,2006,2006,0,8,0,1489,1489,1489,0,1489,0,2,0,3,7,1,2,776,0,140,0,6,2006,232600
825,20,114,10,5,2007,2008,816,430,0,442,2078,2084,0,2084,1,2,0,2,7,1,3,1220,188,45,0,6,2008,385000
826,45,50,5,6,1924,1950,0,431,0,0,784,784,0,784,1,1,0,2,5,0,0,0,0,0,116,5,2008,109500
827,20,65,7,5,2001,2001,0,386,0,1434,1454,1434,0,1434,0,2,0,3,6,1,2,527,290,39,0,4,2009,189000
828,60,0,5,5,1967,1967,0,432,764,0,1013,1160,966,2126,0,2,1,3,7,0,2,538,486,0,0,6,2009,185000
829,160,24,7,5,2005,2005,0,8,0,600,600,520,623,1223,0,2,1,2,4,0,2,480,0,166,0,7,2006,147400
830,20,80,6,5,1957,1957,387,433,0,352,1392,1392,0,1392,1,1,1,3,6,2,2,458,0,0,0,6,2008,166000
831,160,30,7,5,2005,2005,0,8,0,600,600,520,600,1200,0,2,1,2,4,0,2,480,0,166,0,6,2006,151000
832,60,44,7,6,2003,2003,223,434,0,458,941,941,888,1829,1,2,1,3,7,1,2,613,192,39,0,1,2010,237000
833,20,100,6,6,1964,1964,180,435,345,975,1516,1516,0,1516,0,1,1,3,6,0,2,472,0,0,0,2,2009,167000
834,20,75,5,6,1961,1961,136,436,0,572,1144,1144,0,1144,1,1,0,3,6,0,2,456,0,0,0,9,2008,139950
835,20,60,4,7,1950,1995,0,335,0,625,1067,1067,0,1067,0,2,0,2,4,0,2,436,290,0,0,2,2010,128000
836,30,90,5,6,1948,1973,0,437,0,1221,1559,1559,0,1559,1,1,0,2,5,0,2,812,0,116,230,6,2007,153500
837,160,21,6,5,1973,1973,158,438,0,153,483,483,504,987,1,1,1,2,5,0,1,264,0,0,0,11,2008,100000
838,20,75,5,6,1995,2006,0,8,0,1099,1099,1099,0,1099,0,1,1,3,6,0,1,352,278,0,0,6,2008,144000
839,50,70,5,6,1946,1995,0,118,0,416,768,768,432,1200,0,1,0,3,6,0,1,240,0,0,0,5,2008,130500
840,70,0,6,8,1925,1950,0,439,0,516,672,810,672,1482,0,2,0,4,7,0,1,400,0,0,254,3,2008,140000
841,70,60,5,8,1904,2002,0,8,0,650,650,958,581,1539,0,2,0,3,8,1,2,686,70,78,68,6,2008,157500
842,80,82,6,7,1966,1966,183,132,539,276,1127,1165,0,1165,1,1,1,3,6,0,2,490,0,129,0,5,2008,174900
843,90,80,5,4,1961,1961,0,8,0,1800,1800,1800,0,1800,0,2,0,6,10,0,0,0,0,0,0,7,2007,141000
844,50,100,5,8,1915,1950,0,8,0,876,876,876,540,1416,0,1,1,4,7,1,3,720,418,0,194,6,2008,153900
845,85,0,5,5,1975,1981,0,563,0,0,1390,1701,0,1701,1,2,0,3,6,2,2,611,0,0,0,1,2007,171000
846,60,75,7,5,1993,1993,137,441,0,227,740,1006,769,1775,1,2,1,3,7,1,2,425,234,72,192,7,2009,213000
847,20,36,5,6,1972,1972,0,442,0,404,864,864,0,864,1,1,0,3,5,1,1,338,0,0,0,8,2009,133500
848,50,75,6,8,1908,1997,0,8,0,907,907,1307,1051,2358,0,3,0,5,10,1,2,360,486,40,0,9,2008,240000
849,80,80,6,7,1976,1994,360,8,0,528,528,1094,761,1855,0,2,1,3,7,1,2,512,113,100,0,8,2007,187000
850,120,36,6,5,2003,2003,170,469,0,189,848,848,0,848,1,1,0,1,3,0,2,420,140,0,0,11,2007,131500
851,120,0,8,5,2003,2003,40,8,0,1273,1273,1456,0,1456,0,2,0,2,7,1,2,400,143,20,0,5,2006,215000
852,75,53,7,5,1941,1950,0,444,0,554,918,918,728,1646,0,2,0,4,7,2,1,240,0,0,0,8,2007,164000
