,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LotConfig,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,Foundation,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscFeature,MiscVal,MoSold,YrSold,SalePrice,SalePricev2
1165,20,0,79,9541,1,0,0,1,7,5,2009,2009,0,0,0,2,268,0,4,2,8,2,0,1502,1502,0,5,1502,0,1502,0,0,2,0,3,1,7,0,4,2009,3,2,644,0,114,0,0,0,0,0,0,0,9,2009,233170,5
1166,20,0,64,10475,1,2,0,1,8,5,2008,2008,0,0,0,2,72,0,3,2,8,2,0,1694,1694,0,5,1694,0,1694,0,0,2,0,3,1,7,0,4,2008,3,3,776,160,33,0,0,0,0,0,0,0,2,2010,245350,5
1167,60,0,58,10852,1,0,0,0,6,5,2000,2000,0,0,0,1,0,0,4,5,241,2,0,173,959,0,5,959,712,1671,1,0,2,1,3,1,7,1,4,2000,2,2,472,0,38,0,0,0,0,0,0,0,2,2006,173000,4
1168,70,0,120,13728,0,2,0,0,6,7,1935,1986,1,9,8,1,0,1,4,3,122,2,0,501,1127,0,5,1236,872,2108,0,0,2,0,4,1,7,2,5,1935,1,2,540,0,0,0,0,90,0,0,0,0,7,2008,235000,5
1169,60,0,118,35760,1,3,0,0,10,5,1995,1996,1,3,3,4,1378,0,1,5,556,2,0,543,1930,0,5,1831,1796,3627,1,0,3,1,4,1,10,1,4,1995,2,3,807,361,76,0,0,0,0,0,0,0,7,2006,625000,13
1170,80,0,76,9880,0,0,0,5,6,6,1977,1977,0,7,4,1,0,1,3,1,557,2,0,574,1096,2,5,1118,0,1118,1,0,1,0,3,1,6,1,4,1977,2,1,358,203,0,0,0,0,576,3,0,0,7,2008,171000,4
1171,20,0,76,9120,0,0,0,1,6,6,1958,1958,1,1,1,1,0,1,4,1,365,2,0,599,1261,0,5,1261,0,1261,1,0,1,0,3,1,6,1,4,1958,3,2,433,0,0,0,0,288,0,0,1,1400,11,2008,163000,4
1172,160,3,35,4017,1,0,3,0,7,5,2006,2007,0,1,1,1,0,0,4,2,8,2,0,625,625,0,5,625,625,1250,0,0,2,1,2,1,5,0,1,2006,2,2,625,0,54,0,0,0,0,0,0,0,3,2008,171900,4
1173,50,0,138,18030,1,0,0,2,5,6,1946,1994,0,1,1,1,0,1,4,3,401,1,469,977,1598,2,5,1636,971,3086,0,0,3,0,3,1,12,1,4,0,3,0,0,122,0,0,0,0,0,1,0,0,3,2007,200500,5
1174,70,0,80,16560,1,0,0,0,6,8,1932,1950,0,2,5,1,0,2,4,3,159,2,0,449,952,2,5,1170,1175,2345,0,0,2,1,4,1,9,1,1,1932,1,2,360,0,0,0,0,0,0,0,0,0,7,2006,239000,5
1175,50,0,85,10678,0,0,0,2,8,5,1992,2000,1,3,3,4,337,0,4,5,371,2,0,983,1683,0,5,2129,743,2872,0,0,2,1,4,1,9,1,4,1992,2,2,541,0,33,0,0,0,0,0,0,0,4,2007,285000,6
1176,20,0,37,6951,1,3,0,1,5,5,1984,1985,0,3,4,1,0,1,4,1,558,2,0,218,876,2,5,923,0,923,1,0,1,0,3,1,5,0,4,1984,1,1,264,362,0,0,0,0,0,1,0,0,10,2008,119500,3
1177,50,1,0,3950,0,0,0,2,6,8,1926,2004,0,1,1,1,0,1,4,3,135,2,0,350,818,2,5,818,406,1224,0,0,1,0,3,1,5,0,1,1926,1,1,210,0,0,116,0,0,0,0,0,0,12,2009,115000,3
1178,50,0,54,7681,1,1,0,2,5,6,1921,1950,0,2,5,1,0,2,4,2,8,2,0,731,731,0,5,820,523,1343,0,0,1,1,3,1,7,1,1,1921,1,1,186,192,0,102,0,0,0,0,0,0,7,2009,154900,4
1179,20,0,77,8335,0,2,0,1,5,5,1954,1954,0,2,5,1,0,4,4,5,8,2,0,0,0,1,5,1124,0,1124,0,0,1,0,3,1,5,1,4,0,3,0,0,0,36,190,0,0,0,0,0,0,4,2006,93000,2
1180,60,0,0,11170,2,2,0,0,7,5,1990,1991,0,1,1,1,0,3,4,6,559,2,0,0,1216,0,5,1298,1216,2514,0,0,2,1,4,1,8,0,4,1990,2,2,693,0,0,0,0,0,0,3,0,0,4,2006,250000,6
1181,120,1,64,5587,1,0,3,1,8,5,2008,2008,1,6,6,2,186,0,1,5,560,2,0,120,1600,0,5,1652,0,1652,1,1,2,0,2,1,5,1,4,2008,2,2,482,162,53,0,153,0,0,0,0,0,11,2008,392500,8
1182,60,0,160,15623,1,2,0,0,10,5,1996,1996,1,2,11,1,0,0,3,5,561,2,0,300,2396,0,5,2411,2065,4476,1,0,3,1,4,1,10,2,4,1996,2,3,813,171,78,0,0,0,555,1,0,0,7,2007,745000,15
1183,30,0,60,10800,0,0,0,1,5,6,1920,1950,1,9,8,1,0,2,4,3,89,2,0,299,1120,0,5,1130,0,1130,1,0,1,0,2,1,5,1,1,1970,1,2,720,229,0,0,0,0,0,0,0,0,6,2006,120000,3
1184,20,0,50,35133,0,0,0,1,5,4,1963,1963,1,1,1,4,226,1,1,3,562,2,0,413,1572,1,5,1572,0,1572,1,0,1,1,3,1,5,2,6,1963,3,3,995,0,263,0,0,263,0,0,0,0,5,2007,186700,4
1185,50,0,60,9738,0,0,0,2,5,7,1924,1950,0,8,9,1,0,2,4,4,170,2,0,392,784,1,5,949,272,1221,1,0,1,0,4,1,7,0,4,1965,1,1,392,0,0,236,0,0,0,0,0,0,3,2006,104900,3
1186,190,0,107,10615,1,2,1,0,3,5,1900,1970,0,3,3,1,0,1,2,4,563,2,0,538,978,2,5,1014,685,1699,1,0,2,0,3,2,7,0,3,1920,1,2,420,0,74,0,0,0,0,0,0,0,8,2009,95000,2
1187,20,0,89,12461,0,2,0,1,8,5,1994,1995,0,13,11,1,0,0,4,5,564,2,0,168,1624,0,5,1624,0,1624,1,0,2,0,2,1,5,1,4,1994,3,3,757,0,114,192,0,0,0,3,0,0,7,2006,262000,6
1188,60,0,68,8935,1,0,0,0,7,5,2002,2002,0,0,0,4,95,0,4,2,8,2,0,831,831,0,5,831,829,1660,0,0,2,1,3,1,7,0,4,2002,3,2,493,144,68,0,0,0,0,0,0,0,7,2009,195000,4
1189,60,0,60,7500,0,0,0,0,7,5,1999,1999,0,0,0,1,0,0,4,2,8,2,0,994,994,1,5,1028,776,1804,0,0,2,1,3,1,7,1,4,1999,2,2,442,140,60,0,0,0,0,0,0,0,6,2010,189000,4
1190,190,0,0,32463,0,0,1,1,4,4,1961,1975,0,1,1,2,149,1,3,4,562,2,0,90,1249,0,5,1622,0,1622,1,0,1,0,3,1,7,1,6,1975,2,4,1356,439,0,0,0,0,0,0,0,0,3,2007,168000,4
1191,160,3,24,2645,0,0,4,0,8,5,1999,2000,0,1,1,4,456,0,4,2,8,2,0,776,776,0,5,764,677,1441,0,0,2,1,2,1,5,0,1,1999,1,2,492,206,0,0,0,0,0,0,0,0,11,2007,174000,4
1192,50,1,60,9600,0,0,0,2,5,8,1925,1994,2,0,0,1,0,0,2,2,8,2,0,702,702,1,5,842,630,1472,0,0,1,0,3,1,6,0,1,1925,1,1,250,0,0,84,0,0,0,2,0,0,7,2007,125000,3
1193,120,1,0,4500,0,1,3,1,6,5,1999,1999,1,0,0,4,425,0,4,5,565,2,0,341,1224,0,5,1224,0,1224,1,0,2,0,2,1,5,0,4,1999,2,2,402,0,304,0,0,0,0,0,0,0,6,2009,165000,4
1194,60,0,80,9364,0,2,0,0,6,7,1969,1969,0,3,3,2,143,1,4,1,224,2,0,292,663,2,5,663,689,1352,0,0,1,1,4,1,7,0,4,1969,2,1,299,379,36,0,0,0,0,1,0,0,3,2010,158000,4
1195,60,0,51,8029,1,0,0,0,6,5,2005,2005,0,0,0,1,0,0,4,2,8,2,0,728,728,0,5,728,728,1456,0,0,2,1,3,1,8,0,4,2005,2,2,400,100,24,0,0,0,0,0,0,0,7,2008,176000,4
1196,60,0,58,14054,1,0,0,0,7,5,2006,2006,0,0,0,1,0,0,3,2,8,2,0,879,879,0,5,879,984,1863,0,0,2,1,4,1,9,1,2,2006,2,3,660,100,17,0,0,0,0,0,0,0,11,2006,219210,5
1197,75,1,65,8850,1,2,0,6,7,6,1916,1950,0,1,1,1,0,2,4,2,8,2,0,815,815,0,5,815,875,1690,0,0,1,0,3,1,7,1,1,1916,1,1,225,0,0,330,0,0,0,0,0,0,7,2006,144000,3
1198,20,0,70,9100,0,0,0,1,7,5,2001,2001,0,0,0,1,0,0,4,2,8,2,0,1212,1212,0,5,1212,0,1212,0,0,2,0,3,1,6,0,4,2001,3,2,573,356,0,0,0,0,0,0,0,0,6,2009,178000,4
1199,20,0,75,11235,0,0,0,1,4,5,1963,1979,0,3,3,4,51,1,4,3,566,2,0,504,1051,1,5,1382,0,1382,0,0,1,1,3,1,6,1,4,1974,1,2,459,0,82,0,0,0,0,0,0,0,10,2006,148000,3
1200,20,0,71,9353,0,0,0,1,4,5,1970,1970,0,1,1,1,0,1,4,2,8,2,0,864,864,1,5,864,0,864,0,0,1,0,3,1,5,0,4,1972,1,1,280,0,0,0,0,0,0,0,1,0,7,2006,116050,3
1201,60,0,80,10400,0,2,0,0,7,5,1998,1998,0,0,0,1,0,0,3,2,8,2,0,866,866,0,5,866,913,1779,0,0,2,1,3,1,6,0,4,1998,3,2,546,198,36,0,0,0,0,0,0,0,3,2009,197900,4
1202,50,1,50,6000,0,2,0,2,5,8,1925,1997,0,2,5,1,0,2,4,2,8,2,0,884,884,0,5,884,464,1348,1,0,1,0,3,1,5,1,1,1960,1,1,216,0,0,208,0,0,0,0,0,0,5,2009,117000,3
1203,20,0,75,9750,0,0,0,1,7,5,2000,2001,0,0,0,4,171,0,4,2,8,2,0,1630,1630,0,5,1630,0,1630,0,0,2,0,3,1,6,1,4,2000,1,2,451,74,234,0,0,0,0,0,0,0,10,2009,213000,5
1204,20,0,78,10140,0,0,0,1,5,6,1975,1975,0,3,3,1,0,1,4,1,567,2,0,268,1056,0,5,1074,0,1074,1,0,1,1,3,1,6,0,4,1975,3,2,495,0,88,0,0,0,0,1,0,0,7,2006,153500,4
1205,20,0,90,14684,1,3,0,1,7,7,1990,1991,1,3,3,4,234,1,2,1,568,1,177,1496,2158,1,5,2196,0,2196,0,0,2,0,3,1,7,1,4,1990,3,3,701,84,70,0,0,0,0,0,0,0,6,2009,271900,6
1206,20,4,0,8900,0,0,0,1,4,4,1966,1966,0,3,3,1,0,1,4,3,244,2,0,0,1056,2,5,1056,0,1056,1,0,1,0,2,1,5,0,1,1966,1,1,384,0,42,0,0,0,0,1,0,0,11,2006,107000,3
1207,20,0,70,9135,0,0,0,1,6,5,2003,2003,0,0,0,4,120,0,3,5,569,2,0,1342,1682,0,5,1700,0,1700,1,0,2,0,3,1,7,0,4,2003,3,2,544,192,23,0,0,0,0,0,0,0,5,2006,200000,5
1208,20,0,70,7763,0,0,0,1,5,7,1962,1980,0,1,1,1,0,1,4,3,297,1,108,319,931,2,5,1283,0,1283,1,0,1,0,3,1,6,0,1,1980,1,2,506,0,0,0,0,0,0,0,0,0,10,2008,140000,3
1209,20,0,85,10182,1,3,0,1,8,5,2006,2006,1,0,0,2,420,0,2,5,570,2,0,440,1660,0,5,1660,0,1660,1,0,2,0,3,1,8,1,4,2006,3,2,500,322,50,0,0,0,0,0,0,0,5,2006,290000,6
1210,60,0,70,11218,0,0,0,0,6,5,1992,1992,0,2,5,1,0,0,4,2,8,2,0,1055,1055,0,5,1055,790,1845,0,0,2,1,3,1,8,1,4,1992,3,2,462,635,104,0,0,0,0,3,1,400,5,2010,189000,4
1211,50,0,152,12134,1,0,0,2,8,7,1988,2005,0,2,5,1,0,3,3,5,571,2,0,132,559,1,5,1080,672,1752,0,0,2,0,4,1,8,0,5,1988,3,2,492,325,12,0,0,0,0,0,0,0,6,2010,164000,4
1212,30,0,50,9340,0,0,0,1,4,6,1941,1950,1,1,1,1,0,1,4,3,572,2,0,328,672,2,5,672,0,672,1,0,1,0,2,1,4,0,4,1941,1,1,234,0,113,0,0,0,0,0,0,0,8,2009,113000,3
1213,80,0,0,10246,1,3,0,5,4,9,1965,2001,0,0,0,1,0,1,3,5,60,2,0,0,648,0,5,960,0,960,1,1,0,0,0,1,3,0,4,1965,1,1,364,88,0,0,0,0,0,0,0,0,5,2006,145000,3
1214,85,0,69,10205,1,0,0,4,5,5,1962,1962,0,1,1,1,0,1,3,4,431,2,0,141,925,2,5,999,0,999,1,0,1,0,3,1,6,0,4,1962,1,1,300,150,72,0,0,0,0,0,0,0,5,2006,134500,3
1215,20,0,99,7094,1,0,0,1,5,5,1966,1966,0,0,0,1,0,1,4,3,318,5,374,340,894,2,5,894,0,894,0,0,1,0,3,1,5,0,1,1966,3,1,384,0,0,0,0,0,0,1,0,0,5,2007,125000,3
1216,90,1,68,8930,0,0,2,2,6,5,1978,1978,0,0,0,1,0,4,4,5,8,2,0,0,0,2,5,1318,584,1902,0,0,2,0,4,2,8,0,4,1978,1,2,539,0,0,0,0,0,0,0,0,0,4,2010,112000,3
1217,20,3,72,8640,0,0,0,1,8,5,2009,2009,0,6,6,2,72,0,2,5,478,2,0,364,1300,0,5,1314,0,1314,1,0,2,0,3,1,6,0,4,2009,3,2,552,135,112,0,0,0,0,0,0,0,9,2009,229456,5
1218,50,1,52,6240,0,0,0,2,4,5,1947,1950,0,8,9,1,0,4,4,5,8,2,0,0,0,1,5,672,240,912,0,0,1,0,2,1,3,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,7,2006,80500,2
1219,160,1,21,1680,0,0,4,0,6,5,1971,1971,0,6,6,4,236,1,4,2,8,2,0,672,672,2,5,672,546,1218,0,0,1,1,3,1,7,0,4,0,3,0,0,201,0,0,0,0,0,0,0,0,4,2006,91500,2
1220,20,0,66,7800,1,0,0,1,5,5,1964,1964,0,2,5,1,0,1,4,3,132,5,600,0,912,2,5,912,0,912,0,0,1,0,2,1,5,0,4,1964,1,1,288,0,0,0,0,0,0,0,0,0,11,2006,115000,3
1221,20,0,55,8250,0,0,0,1,5,5,1968,1968,1,3,3,1,0,1,4,4,70,5,492,210,952,0,5,1211,0,1211,0,0,1,0,3,1,5,1,4,1968,1,1,322,0,63,0,0,0,0,0,0,0,8,2008,134000,3
1222,50,0,78,10496,0,0,0,2,6,6,1949,1950,0,2,5,4,320,1,2,3,435,2,0,844,1040,0,5,1168,678,1846,0,0,2,0,3,1,7,1,4,1949,1,1,315,0,0,0,0,0,0,2,0,0,1,2007,143000,3
1223,20,0,89,10680,0,0,0,1,5,3,1951,1951,1,2,5,4,44,1,4,6,573,2,0,1380,2136,2,2,2136,0,2136,0,0,2,0,4,1,7,0,1,1951,1,2,528,0,30,0,0,0,0,1,0,0,10,2006,137900,3
1224,60,0,60,15384,1,0,0,0,7,5,2004,2005,0,0,0,1,0,0,3,5,400,2,0,64,788,0,5,788,702,1490,1,0,2,1,3,1,8,1,4,2004,2,2,388,100,75,0,0,0,0,0,0,0,2,2008,184000,4
1225,80,0,65,10482,0,0,0,5,6,8,1958,1958,1,0,0,4,63,1,3,5,92,2,0,81,588,0,5,1138,0,1138,0,1,1,0,3,1,6,0,4,1958,3,1,264,224,0,0,0,0,0,4,0,0,6,2007,145000,3
1226,60,0,86,14598,1,3,0,0,6,5,2007,2007,0,0,0,2,74,0,2,2,8,2,0,894,894,0,5,894,1039,1933,0,0,2,1,4,1,9,1,2,2007,2,3,668,100,18,0,0,0,0,0,0,0,1,2008,214000,5
1227,20,0,72,8872,0,2,0,1,5,8,1965,2008,0,0,0,4,300,1,4,1,500,2,0,317,912,0,5,912,0,912,1,0,1,0,2,1,5,0,1,1992,1,2,576,0,240,0,0,0,0,0,0,0,12,2008,147000,3
1228,120,0,65,8769,0,2,3,1,9,5,2008,2008,1,1,1,4,766,0,4,5,574,2,0,162,1702,0,5,1702,0,1702,1,0,1,1,1,1,7,1,4,2008,2,3,1052,0,72,0,0,224,0,0,0,0,10,2008,367294,8
1229,80,0,70,7910,0,0,0,5,5,5,1960,1960,1,4,3,1,0,1,4,1,575,2,0,409,1075,1,5,1507,0,1507,0,0,2,0,4,1,7,0,5,1960,1,1,404,0,0,0,0,0,0,2,0,0,8,2008,127000,3
1230,90,0,0,18890,1,0,2,2,5,5,1977,1977,5,7,4,1,1,1,4,5,209,4,211,652,1361,0,5,1361,1259,2620,0,0,2,2,4,2,12,1,2,1977,3,2,600,155,24,145,0,0,0,0,2,8300,8,2007,190000,4
1231,90,0,70,7728,0,0,2,5,5,6,1962,1962,1,2,5,4,120,1,3,1,576,2,0,303,1106,2,5,1190,0,1190,1,0,1,0,3,1,6,0,4,1962,1,2,540,0,18,0,0,0,0,2,0,0,5,2006,132500,3
1232,90,0,70,9842,0,1,2,1,4,5,1962,1962,0,3,3,1,0,4,4,5,8,2,0,0,0,2,5,1224,0,1224,0,0,2,0,2,2,6,0,3,1962,1,2,462,0,0,0,0,0,0,0,0,0,3,2007,101800,3
1233,20,0,0,12160,1,0,0,1,5,5,1959,1959,1,7,4,4,180,1,4,3,577,2,0,188,1188,3,5,1188,0,1188,1,0,1,0,3,1,6,0,4,1959,3,2,531,0,0,0,0,0,0,1,0,0,5,2010,142000,3
1234,70,4,55,8525,0,0,0,0,5,6,1911,1950,0,1,1,1,0,0,3,2,8,2,0,940,940,2,2,1024,940,1964,0,0,1,1,4,1,7,0,4,0,3,0,0,0,192,0,0,0,0,0,0,0,11,2008,130000,3
1235,70,0,96,13132,0,0,0,0,5,5,1914,1950,0,2,5,1,0,2,2,2,8,2,0,747,747,1,1,892,892,1784,0,0,1,1,4,1,9,0,1,1914,1,1,180,203,40,0,0,0,0,0,0,0,7,2006,138887,3
1236,160,0,36,2628,0,0,4,0,7,5,2003,2003,0,0,2,2,106,0,4,2,8,2,0,764,764,0,5,764,862,1626,0,0,2,1,2,1,6,0,2,2003,3,2,474,0,27,0,0,0,0,0,0,0,6,2010,175500,4
1237,60,0,41,12393,2,1,0,0,7,5,2004,2005,0,0,0,1,0,0,4,2,8,2,0,847,847,0,5,847,1101,1948,0,0,2,1,4,1,8,1,2,2004,2,2,434,100,48,0,0,0,0,0,0,0,9,2006,195000,4
1238,20,0,63,13072,0,0,0,1,6,5,2005,2005,0,0,0,1,0,0,4,2,8,2,0,1141,1141,0,5,1141,0,1141,0,0,1,1,3,1,6,0,1,2005,1,2,484,0,0,0,0,0,0,0,0,0,3,2006,142500,3
1239,20,0,64,9037,1,0,0,1,8,5,2006,2006,1,0,0,4,32,0,3,5,228,2,0,1048,1476,0,5,1484,0,1484,0,0,2,0,2,1,6,1,4,2006,3,2,472,120,33,0,0,0,0,0,0,0,12,2007,265900,6
1240,60,0,65,8158,0,0,0,0,7,5,2003,2003,0,0,0,4,252,0,4,5,142,2,0,334,884,0,5,884,884,1768,1,0,2,1,3,1,8,0,4,2003,3,2,543,0,63,0,0,0,0,0,0,0,7,2008,224900,5
1241,20,0,83,9849,0,0,0,1,7,6,2007,2007,1,0,0,2,0,0,3,2,8,2,0,1689,1689,0,5,1689,0,1689,0,0,2,0,3,1,7,0,4,2007,3,3,954,0,56,0,0,0,0,0,0,0,6,2007,248328,5
1242,85,0,85,10625,0,0,0,4,7,6,1974,1974,0,7,4,4,81,1,1,5,578,5,168,0,1053,2,5,1173,0,1173,1,0,2,0,3,1,6,2,4,1974,3,2,528,0,120,0,0,0,0,1,0,0,1,2010,170000,4
1243,20,0,107,13891,0,0,0,1,10,5,2006,2006,0,0,0,4,0,0,1,5,579,2,0,690,2076,0,5,2076,0,2076,1,0,2,1,2,1,7,1,4,2006,2,3,850,216,229,0,0,0,0,0,0,0,9,2006,465000,10
1244,70,0,0,11435,1,2,0,0,8,7,1929,1950,0,4,8,1,0,0,4,2,8,2,0,792,792,3,5,792,725,1517,0,0,1,0,3,1,7,2,1,1931,1,2,400,0,0,0,0,0,0,0,0,0,6,2006,230000,5
1245,80,0,78,12090,0,0,0,5,6,7,1984,2003,1,0,0,4,74,1,4,2,8,2,0,585,585,0,5,1140,728,1868,0,0,3,1,3,1,7,1,2,1984,2,2,477,268,112,0,0,147,0,0,0,0,1,2007,178000,4
1246,60,3,65,8125,0,0,0,0,7,5,2005,2006,0,0,0,1,0,0,4,2,8,2,0,756,756,0,5,756,797,1553,0,0,2,1,3,1,6,0,4,2005,3,2,615,0,45,0,0,0,0,0,0,0,3,2006,186500,4
1247,80,0,0,12328,1,0,0,5,6,5,1976,1976,0,3,3,4,335,1,3,5,424,2,0,473,1012,2,5,1034,0,1034,1,0,1,0,3,1,6,0,4,1976,1,3,888,0,0,0,0,0,0,0,0,0,5,2010,169900,4
1248,75,1,60,9600,0,0,0,6,6,5,1917,1950,0,8,9,1,0,2,4,3,630,2,0,416,735,3,5,1134,924,2058,0,0,1,1,3,1,8,1,1,1950,1,2,396,0,0,259,0,0,0,0,0,0,4,2008,129500,3
1249,20,0,60,7200,0,0,0,1,5,7,1950,1950,0,1,1,1,0,1,4,4,581,4,96,246,876,2,5,988,0,988,0,0,1,0,3,1,6,0,4,1950,1,1,276,0,80,0,0,0,0,0,0,0,5,2007,119000,3
1250,20,0,93,11160,0,2,0,1,7,5,1968,1968,1,4,7,1,0,1,4,1,606,2,0,1045,2110,0,5,2110,0,2110,1,0,2,1,3,1,8,2,4,1968,2,2,522,0,0,0,0,0,0,0,0,0,4,2010,244000,5
1251,120,0,0,3136,1,2,3,1,7,5,2003,2003,0,0,2,2,163,0,4,2,8,2,0,1405,1405,0,5,1405,0,1405,0,0,2,0,2,1,6,1,4,2003,3,2,478,148,36,0,0,0,0,0,0,0,3,2006,171750,4
1252,20,0,62,9858,0,0,0,1,5,6,1968,1968,0,3,3,1,0,1,4,4,529,2,0,354,864,2,5,874,0,874,1,0,1,0,3,1,5,0,4,1968,3,1,288,33,0,0,0,0,0,2,1,600,11,2009,130000,3
1253,60,0,0,17542,1,0,0,0,7,7,1974,2003,0,2,5,1,0,1,1,6,582,3,1031,36,1192,2,5,1516,651,2167,1,0,2,1,3,1,9,2,4,1974,3,2,518,220,47,0,0,0,0,1,0,0,7,2007,294000,6
1254,60,0,60,6931,0,0,0,0,7,5,2003,2004,0,0,0,2,92,0,4,2,8,2,0,746,746,0,5,760,896,1656,0,0,2,1,3,1,7,1,2,2003,2,2,397,178,128,0,0,0,0,0,0,0,7,2008,165400,4
1255,50,1,52,6240,0,0,0,2,6,6,1931,1950,0,2,5,1,0,2,4,6,585,2,0,459,884,2,2,959,408,1367,0,0,1,0,3,1,6,1,1,1978,1,1,560,0,0,0,0,120,0,0,0,0,11,2007,127500,3
1256,20,0,91,14303,1,2,0,1,8,5,1994,1994,1,3,3,4,554,0,1,5,583,2,0,672,1986,0,5,1987,0,1987,1,0,2,0,2,1,7,1,4,1994,2,2,691,262,36,0,0,0,0,0,0,0,8,2008,301500,7
1257,30,0,56,4060,0,2,0,1,5,8,1922,1950,0,2,5,1,0,0,4,2,8,2,0,864,864,0,5,864,0,864,0,0,1,0,2,1,4,0,4,0,3,0,0,0,96,0,0,0,0,0,0,0,7,2009,99900,2
1258,80,0,59,9587,1,0,0,5,7,5,2005,2005,0,0,0,2,182,0,1,5,4,2,0,201,856,0,5,1166,0,1166,1,0,2,0,2,1,5,0,4,2005,2,2,400,212,0,0,0,0,0,0,0,0,7,2008,190000,4
1259,20,0,65,9750,0,1,0,1,6,8,1969,1969,0,3,3,1,0,1,4,1,584,5,438,14,1054,1,5,1054,0,1054,1,0,1,1,3,1,6,0,4,1969,1,2,460,180,0,0,0,80,0,0,0,0,7,2008,151000,4
1260,60,0,0,24682,3,3,0,0,6,5,1999,1999,0,0,0,1,0,0,4,2,8,2,0,841,841,0,5,892,783,1675,0,0,2,1,3,1,7,1,2,1999,2,2,502,0,103,0,0,0,0,0,0,0,6,2009,181000,4
1261,20,0,80,9600,0,0,0,1,5,6,1956,1956,1,1,1,1,0,1,4,3,297,2,0,546,1050,1,5,1050,0,1050,0,0,1,0,2,1,5,0,4,1956,1,1,338,0,0,0,0,0,0,0,0,0,6,2009,128900,3
1262,50,0,0,11250,0,0,0,2,4,5,1957,1989,0,2,5,1,0,1,3,2,8,2,0,1104,1104,0,2,1104,684,1788,1,0,1,0,5,1,8,2,4,1957,1,1,304,120,0,0,0,0,0,0,0,0,11,2009,161500,4
1263,70,0,60,13515,0,0,0,0,6,6,1919,1950,2,2,5,1,0,0,4,2,8,2,0,764,764,0,2,1060,764,1824,0,0,1,0,3,1,8,1,1,1940,1,2,520,0,0,126,0,0,0,3,0,0,7,2007,180500,4
1264,120,4,34,4060,0,0,3,1,6,5,1998,1999,0,1,1,1,0,0,4,5,238,2,0,1139,1405,0,5,1337,0,1337,1,0,2,0,2,1,5,0,4,1998,2,2,511,144,68,0,0,0,0,0,0,0,8,2008,181000,4
1265,160,3,35,3735,0,4,3,0,7,5,1999,1999,1,1,1,4,218,0,4,5,550,2,0,241,691,0,5,713,739,1452,1,0,2,1,3,1,6,0,1,1999,1,2,506,0,34,0,0,0,0,0,0,0,3,2006,183900,4
1266,190,1,60,10120,1,0,1,6,7,4,1910,1950,1,2,5,1,0,1,4,2,8,2,0,925,925,2,1,964,925,1889,0,0,1,1,4,2,9,1,1,1960,1,1,308,0,0,264,0,0,0,1,0,0,1,2007,122000,3
1267,20,0,89,13214,1,0,0,1,9,5,2008,2009,1,9,6,1,0,0,1,2,8,2,0,2002,2002,0,5,2018,0,2018,0,0,2,0,3,1,10,1,4,2009,2,3,746,144,76,0,0,0,0,0,0,0,5,2010,378500,8
1268,50,0,0,14100,1,0,0,2,8,9,1935,1997,0,9,8,4,632,1,2,3,585,2,0,536,728,0,5,1968,1479,3447,0,0,3,1,4,1,11,2,2,1982,1,3,1014,314,12,0,0,0,0,2,0,0,5,2008,381000,8
1269,50,0,78,11344,0,0,0,2,5,5,1958,1958,0,1,1,4,180,1,4,4,442,2,0,414,874,2,2,874,650,1524,0,0,1,1,3,1,7,0,4,1958,1,1,315,0,0,0,0,0,0,2,0,0,7,2007,144000,3
1270,40,0,0,23595,0,0,0,1,7,6,1979,1979,5,7,4,1,0,0,1,5,610,2,0,74,1332,2,5,1332,192,1524,2,0,0,1,0,1,4,1,4,1979,2,2,586,268,0,0,0,0,0,0,0,0,4,2010,260000,6
1271,20,0,0,9156,1,0,0,1,6,7,1968,1968,1,4,7,1,0,1,4,2,8,2,0,1489,1489,1,5,1489,0,1489,0,0,2,0,3,1,7,1,4,1968,3,2,462,0,0,0,0,0,0,0,0,0,8,2009,185750,4
1272,20,0,0,13526,1,3,0,1,5,6,1965,1965,1,3,4,4,114,1,4,4,123,5,375,0,935,2,5,935,0,935,1,0,1,0,3,1,5,0,4,1965,1,1,288,180,0,0,0,0,0,1,0,0,11,2006,137000,3
1273,80,0,124,11512,1,2,0,5,6,7,1959,2006,0,7,4,4,84,1,3,1,303,2,0,300,1019,1,5,1357,0,1357,1,0,1,0,2,1,5,1,5,1959,3,1,312,0,0,0,0,163,0,3,0,0,5,2008,177000,4
1274,50,0,53,5362,0,2,0,2,5,6,1910,2003,0,2,2,1,0,0,4,2,8,2,0,661,661,0,5,661,589,1250,0,0,2,0,3,1,8,1,1,1985,1,2,552,242,0,81,0,0,0,0,0,0,11,2007,139000,3
