,MSSubClass,MSZoning,LotFrontage,LotShape,LotConfig,Neighborhood,OverallQual,OverallCond,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,ExterQual,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,HeatingQC,1stFlrSF,2ndFlrSF,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,MoSold,YrSold,SaleCondition,SalePrice
480,20,0,98,1,1,10,9,5,1,0,0,4,0,0,2,1,5,280,572,0,1850,0,1,2,0,3,0,8,1,2,4,2,3,772,519,112,3,2006,0,326000
481,20,0,72,1,0,10,9,5,1,0,0,4,0,0,2,1,5,281,225,0,1792,0,1,2,0,2,2,6,1,2,4,2,3,874,206,49,8,2006,0,374000
482,70,1,50,0,2,7,7,8,0,9,8,1,0,0,1,4,1,363,611,0,916,910,1,1,1,4,2,7,1,2,4,1,1,164,0,0,6,2009,0,155000
483,120,1,32,0,1,4,6,5,1,0,0,4,1,0,2,4,5,283,319,0,1216,0,1,2,0,2,1,5,0,0,4,1,2,402,0,125,5,2006,0,164000
484,20,0,0,1,2,9,5,7,0,3,4,1,1,1,1,4,1,313,411,1,999,0,1,1,0,3,0,6,0,0,1,1,1,264,0,132,3,2007,0,132500
485,20,0,80,0,0,11,5,7,0,1,1,1,0,1,1,4,1,471,506,1,1113,0,0,1,0,3,0,5,1,2,4,1,1,264,0,80,7,2009,0,147000
486,20,0,79,0,0,11,5,7,1,1,1,4,1,1,1,4,1,459,237,2,1073,0,1,1,1,3,1,6,0,0,4,3,2,515,0,0,6,2007,0,156000
487,20,0,70,1,0,6,5,6,0,7,4,1,1,1,3,3,1,11,486,1,1484,0,0,2,0,3,1,7,1,1,4,1,2,487,224,0,2,2007,0,175000
488,190,0,60,0,2,7,5,4,0,2,5,1,1,1,1,4,4,253,290,2,1766,648,0,2,0,3,1,10,1,2,4,1,2,520,142,0,5,2006,0,160000
489,180,1,21,0,0,14,4,8,0,6,6,1,1,1,3,3,5,286,115,2,630,0,1,1,0,1,0,3,0,0,4,1,1,286,0,0,5,2009,0,86000
490,160,1,0,0,0,14,5,6,0,6,6,1,1,0,3,2,2,8,264,2,616,688,0,1,1,3,1,4,1,2,2,2,1,336,141,24,6,2008,0,115000
491,50,0,79,0,0,11,6,7,0,2,5,1,1,1,1,4,4,474,238,2,958,620,1,1,0,3,3,5,2,1,4,1,1,240,0,0,8,2006,0,133000
492,60,0,105,1,2,17,6,5,0,0,0,1,0,0,3,4,2,8,728,1,728,728,0,2,1,3,1,8,0,0,4,3,2,429,0,0,5,2006,2,172785
493,20,0,70,0,0,11,5,6,0,4,5,1,1,1,1,4,4,287,363,2,1269,0,0,1,1,3,1,6,1,3,1,1,1,308,0,0,6,2008,0,155000
494,30,1,50,0,0,7,5,8,0,1,1,1,1,2,4,4,2,8,190,1,886,0,0,1,0,2,1,4,0,0,4,1,1,273,144,20,12,2009,0,91300
495,30,2,60,0,0,13,4,5,0,2,5,1,1,1,1,4,3,289,225,2,720,0,0,1,0,2,1,4,0,0,4,3,0,0,0,523,11,2009,1,34900
496,20,0,0,1,0,3,8,5,1,4,7,1,0,0,3,4,5,288,1969,0,3228,0,1,3,0,4,0,10,1,2,4,3,2,546,264,75,5,2007,0,430000
497,50,0,60,0,0,8,7,6,0,2,5,1,1,0,1,4,3,153,697,0,1133,687,1,2,0,4,1,8,0,0,1,1,1,240,0,100,6,2008,0,184000
498,20,0,65,0,0,9,5,7,1,3,3,4,1,0,1,4,1,550,414,0,899,0,0,1,0,3,0,5,0,0,4,2,1,288,64,0,6,2009,0,130000
499,20,0,70,1,0,11,5,7,0,1,1,1,1,1,1,4,4,289,522,3,912,0,0,1,0,2,1,5,0,0,4,2,1,297,12,285,6,2007,0,120000
500,160,1,21,0,0,22,6,5,0,3,3,4,1,1,1,4,4,327,316,2,672,546,0,1,1,3,1,7,0,0,1,1,1,264,144,28,5,2007,0,113000
501,60,3,75,0,0,5,7,5,0,0,0,1,0,0,3,4,5,291,466,1,866,902,0,2,1,3,0,7,0,0,4,3,2,603,0,108,2,2008,0,226700
502,20,0,70,0,2,15,5,7,1,1,1,1,1,1,1,4,1,292,420,0,1214,0,1,1,0,2,1,6,0,0,1,1,2,461,0,0,4,2007,0,140000
503,20,0,100,1,0,2,7,8,0,4,5,1,1,1,1,4,1,293,254,2,1801,0,1,2,0,1,1,6,2,1,4,2,2,484,0,54,3,2010,0,289000
504,160,0,24,0,0,20,6,5,0,7,10,1,1,1,1,4,1,472,103,2,855,467,0,2,1,3,1,6,1,3,4,1,2,440,260,0,6,2009,0,147000
505,90,1,60,0,0,7,5,5,1,2,5,4,1,1,1,4,2,8,960,1,960,1000,0,2,0,4,1,10,0,0,1,1,2,400,0,0,7,2009,0,124500
506,60,0,80,1,0,12,8,5,0,0,0,4,0,0,3,4,5,295,397,0,1065,846,0,2,1,3,0,8,1,1,4,3,2,471,182,81,9,2006,0,215000
507,20,3,75,1,0,5,6,5,0,0,0,1,0,0,3,4,5,551,1191,0,1218,0,0,2,0,2,0,4,0,0,4,2,2,676,0,102,9,2009,2,208300
508,70,1,60,0,0,7,7,9,2,1,1,1,1,2,1,4,3,297,548,0,689,689,0,2,0,3,0,7,1,2,1,1,2,360,0,0,10,2008,0,161000
509,20,0,80,0,2,11,5,6,0,1,1,4,1,1,1,4,1,298,50,0,1041,0,1,1,0,3,1,6,0,0,4,3,1,270,224,88,7,2009,0,124500
510,20,0,75,0,0,11,5,7,1,2,5,3,0,1,1,4,4,299,178,0,1363,0,1,1,0,2,1,6,2,1,3,1,1,288,324,42,6,2009,0,164900
511,120,0,40,1,0,10,7,5,0,0,0,2,0,0,3,4,2,8,1368,0,1368,0,0,2,0,2,0,6,1,2,4,3,2,474,132,35,3,2006,2,202665
512,20,0,70,0,2,11,5,5,0,0,0,1,1,1,1,4,4,300,169,2,864,0,1,1,0,3,1,5,0,0,1,1,2,624,0,0,7,2006,0,129900
513,20,0,71,0,2,4,6,5,0,0,0,1,1,0,1,4,1,52,748,2,1080,0,0,1,1,3,1,5,0,0,4,1,2,484,120,0,6,2007,0,134000
514,45,0,55,0,0,2,5,5,0,2,5,1,1,2,1,4,2,8,768,3,789,0,0,1,0,2,1,5,0,0,1,1,1,200,0,0,6,2007,0,96500
515,20,0,94,0,0,10,10,5,1,6,6,4,2,1,2,4,5,468,570,0,2020,0,1,2,1,3,2,9,1,2,4,2,3,900,156,54,9,2009,2,402861
516,80,0,0,1,2,6,6,6,0,3,3,4,1,1,1,4,2,8,689,2,1378,741,0,2,1,3,1,7,1,1,4,3,2,583,0,104,8,2009,1,158000
517,60,0,79,1,0,3,7,5,0,0,0,4,0,0,3,4,2,8,1264,0,1277,1067,0,2,1,3,0,7,1,1,4,3,3,889,220,0,7,2009,0,265000
518,60,0,0,1,3,0,6,5,0,0,0,1,1,0,3,2,5,8,88,0,882,914,1,2,1,3,1,7,0,0,4,3,2,546,0,36,5,2007,0,211000
519,70,0,53,0,0,2,7,9,2,1,1,1,0,2,3,4,2,8,1276,0,1276,804,0,1,1,3,0,9,2,2,1,1,1,282,0,0,6,2009,0,234000
520,190,0,60,0,0,7,4,7,0,1,1,1,1,2,3,4,5,8,0,2,694,600,0,2,0,3,1,7,0,0,4,3,0,0,220,114,8,2008,0,106250
521,20,0,90,1,2,11,6,6,0,0,0,1,1,1,1,4,3,384,467,0,1244,0,0,1,1,3,1,6,2,2,4,1,1,336,0,40,5,2007,0,150000
522,50,1,50,0,2,8,6,7,0,6,6,1,1,1,1,4,1,521,605,0,1004,660,0,2,0,3,1,7,2,2,1,1,2,420,0,24,10,2006,0,159000
523,60,0,130,1,0,15,10,5,1,6,6,2,2,0,2,1,5,302,878,0,3138,1538,1,3,1,3,2,11,1,2,2,2,3,884,208,406,10,2007,2,184750
524,60,0,95,1,0,3,7,5,0,0,0,4,0,0,3,4,5,303,660,0,1383,1015,1,2,1,3,0,8,1,1,4,2,3,834,239,60,8,2007,0,315750
525,20,3,62,0,0,5,7,5,0,0,0,1,0,0,3,4,2,8,1257,0,1266,0,0,2,0,3,0,6,1,1,4,1,2,453,38,144,4,2006,0,176000
526,20,0,70,0,0,11,5,7,1,2,5,1,1,1,3,4,3,304,551,2,928,0,0,1,0,2,1,4,0,0,4,1,1,252,261,0,6,2007,0,132000
527,60,0,67,1,0,10,9,5,1,0,0,2,2,0,2,3,5,305,122,0,1476,1237,1,2,1,3,2,11,1,2,4,2,3,858,126,66,11,2008,2,446261
528,30,0,58,1,0,15,4,7,0,2,5,1,1,2,1,2,1,446,180,0,605,0,1,1,0,2,1,5,0,0,4,3,0,0,0,0,7,2007,0,86000
529,20,0,0,1,3,2,6,3,1,2,13,4,0,0,1,4,3,307,816,2,2515,0,1,3,0,4,1,9,2,1,4,3,2,484,0,0,3,2007,4,200624
530,80,0,85,0,0,16,6,5,0,3,3,4,0,1,3,3,5,320,678,0,1509,0,1,2,0,3,0,5,1,3,4,3,2,600,224,0,8,2008,1,175000
531,70,1,60,1,4,8,6,8,0,2,5,1,1,2,4,2,2,8,611,0,751,611,0,2,0,3,1,6,0,0,1,2,2,502,0,0,6,2008,0,128000
532,20,0,60,0,0,11,5,7,0,0,0,1,1,4,3,4,5,8,0,0,827,0,0,1,0,2,1,5,1,5,1,1,1,392,0,0,4,2010,0,107500
533,20,0,50,0,0,8,1,3,0,0,0,1,3,4,3,4,5,8,0,3,334,0,0,1,0,1,3,2,0,0,4,3,0,0,0,0,1,2007,0,39300
534,60,0,74,1,0,17,8,5,0,0,0,1,0,0,2,3,2,8,707,0,707,707,0,2,1,3,0,6,1,2,4,2,2,403,100,35,10,2006,0,178000
535,190,0,70,0,0,15,5,7,0,1,1,1,1,1,3,1,5,614,148,2,820,527,1,1,0,3,1,5,0,0,4,3,0,0,85,0,1,2008,0,107500
536,60,0,57,1,3,0,7,5,0,0,0,1,1,0,3,3,2,8,880,0,880,844,0,2,1,3,0,8,0,0,4,2,2,527,120,155,7,2008,0,188000
537,20,0,0,1,1,11,4,5,1,1,1,1,1,1,1,4,4,102,264,2,864,0,0,1,0,3,1,5,0,0,1,1,2,576,216,0,4,2008,0,111250
538,20,0,0,1,0,9,5,5,1,7,4,4,1,1,1,4,4,310,378,2,1159,0,0,1,1,3,1,7,1,3,4,1,1,336,466,0,7,2006,0,158000
539,20,0,0,0,0,0,8,5,0,0,0,4,0,0,3,3,5,379,223,0,1601,0,1,2,0,3,0,6,1,1,4,3,2,670,180,0,5,2010,0,272000
540,20,0,85,0,0,16,9,5,1,0,0,4,2,0,2,3,5,312,578,0,1838,0,1,2,0,2,2,8,1,2,4,2,3,765,270,68,3,2009,0,315000
541,60,0,0,0,1,3,8,5,0,0,0,4,0,0,3,4,2,8,969,0,997,1288,0,2,1,4,0,8,1,1,2,2,3,648,0,56,6,2007,0,248000
542,20,0,78,0,0,6,7,5,1,0,0,1,0,0,2,4,6,313,379,0,1680,0,1,2,0,3,0,7,1,1,4,2,2,583,78,73,6,2009,0,213250
543,120,4,34,0,0,11,7,5,0,1,1,4,1,0,3,3,5,314,0,0,767,0,1,1,0,1,1,4,0,0,4,2,1,367,120,40,6,2007,0,133000
544,60,0,58,1,0,17,7,5,0,0,0,1,0,0,3,3,5,611,100,0,664,832,1,2,1,3,0,7,1,2,4,3,2,426,100,24,9,2006,2,179665
545,50,0,0,1,2,6,7,5,0,3,3,4,0,0,3,4,5,316,0,1,1377,806,0,2,1,4,0,9,0,0,4,1,3,786,0,0,2,2006,0,229000
546,50,0,70,1,0,8,6,7,0,4,5,1,1,2,3,4,3,79,765,0,915,720,0,1,1,3,1,6,1,2,1,1,2,440,0,38,5,2007,0,210000
547,85,0,54,0,0,4,5,7,0,0,0,1,1,1,3,3,1,508,149,0,768,0,1,1,0,2,1,5,0,0,1,1,2,624,104,0,4,2007,0,129500
548,20,1,49,1,0,7,5,7,0,1,1,1,1,1,1,4,6,318,0,2,825,0,1,1,0,2,1,4,0,0,1,3,2,720,140,50,6,2008,0,125000
549,60,3,75,0,0,5,7,5,0,0,0,1,0,0,3,4,2,8,912,0,912,1182,0,2,1,4,0,8,1,2,2,2,2,615,182,182,11,2009,0,263000
550,120,0,53,0,0,20,6,6,0,7,4,1,1,1,3,4,1,630,510,2,1069,0,0,2,0,2,1,4,0,0,4,3,2,440,0,55,10,2008,1,140000
551,20,1,50,0,0,7,5,6,1,4,7,1,1,1,1,4,3,320,620,1,928,0,0,1,0,3,1,5,0,0,4,2,1,288,0,0,6,2008,0,112500
552,20,0,87,1,0,10,8,5,0,0,0,2,0,0,2,3,2,8,1709,0,1717,0,0,2,0,3,0,7,1,2,4,3,3,908,169,39,7,2009,0,255500
553,20,0,67,0,0,15,4,5,0,0,0,1,1,1,3,4,5,8,0,0,1126,0,0,2,0,2,0,5,0,0,1,2,2,520,0,96,5,2009,0,108000
554,60,0,85,0,0,10,7,5,0,0,0,4,0,0,3,4,5,321,132,0,1006,1040,1,2,1,3,0,8,1,2,2,3,3,871,320,62,8,2008,0,284000
555,45,1,58,0,0,8,5,6,0,1,1,1,1,2,1,4,2,8,993,2,1048,0,0,1,0,2,1,5,1,2,1,1,1,280,0,0,8,2006,0,113000
556,20,0,69,1,0,11,5,5,0,2,5,1,1,1,1,4,3,462,197,2,1092,0,1,1,0,2,1,6,1,1,4,2,1,299,268,0,5,2006,0,141000
557,50,2,60,0,0,13,4,6,0,1,1,1,1,1,1,4,3,323,0,1,897,439,0,1,1,3,1,7,0,0,3,1,1,570,0,47,9,2006,0,108000
558,60,0,57,2,1,17,7,5,0,3,3,1,1,0,3,1,5,504,125,0,729,717,0,2,1,3,1,6,1,1,4,1,2,406,264,22,8,2008,0,175000
559,120,0,0,0,0,21,7,5,0,0,0,4,0,0,3,1,2,8,1374,0,1557,0,0,2,0,2,0,7,1,1,4,2,2,420,143,20,10,2006,0,234000
560,20,0,0,1,0,9,5,6,1,2,5,4,1,1,3,4,1,325,90,2,1392,0,1,1,1,3,1,5,1,2,1,1,2,528,0,0,5,2010,0,121500
561,20,0,77,0,0,4,5,5,0,3,3,1,1,1,3,3,1,326,195,1,1389,0,1,1,0,2,1,6,1,1,4,3,2,418,240,38,4,2006,0,170000
562,30,0,63,0,0,15,5,6,0,5,2,1,1,1,1,4,4,327,706,0,996,0,1,1,0,3,1,6,1,2,4,3,0,0,144,0,7,2008,0,108000
563,50,0,66,0,0,15,6,7,0,2,5,1,1,2,3,2,2,8,1163,0,1163,511,0,2,0,4,1,8,1,2,1,2,2,396,72,36,7,2008,0,185000
564,60,0,0,1,3,3,7,5,0,3,3,1,0,0,3,4,5,336,367,0,1166,1129,1,2,1,4,0,9,1,1,4,3,2,590,0,40,7,2006,0,268000
565,70,0,66,0,2,23,6,4,0,2,5,1,1,0,3,4,2,8,806,2,841,806,1,1,1,4,3,6,0,0,1,1,1,216,0,66,5,2010,0,128000
566,60,0,77,1,0,18,9,5,1,0,0,4,0,0,3,4,2,8,1122,0,1134,1370,0,2,1,4,2,11,1,2,2,2,3,656,144,39,6,2008,0,325000
567,20,0,70,1,0,10,7,5,0,0,0,4,0,0,3,4,5,329,1515,0,1535,0,0,2,0,3,0,7,0,0,4,3,2,532,0,0,3,2010,0,214000
568,50,0,79,1,0,12,8,8,0,2,5,1,0,1,3,1,5,438,55,0,1496,636,1,1,1,1,0,5,1,2,2,2,2,612,349,40,9,2009,0,316600
569,90,0,0,1,2,11,5,5,0,1,1,1,1,1,3,1,5,331,0,2,943,0,1,1,0,2,1,4,2,1,1,1,2,600,42,0,12,2006,0,135960
570,90,0,74,1,0,11,5,5,0,3,3,4,1,1,1,4,6,332,1497,2,1728,0,0,2,0,6,1,10,0,0,1,1,2,576,0,0,11,2008,0,142600
571,20,0,60,0,0,11,6,6,0,5,2,4,1,1,1,4,4,333,450,0,864,0,1,1,0,2,0,4,0,0,4,1,1,288,168,0,10,2006,1,120000
572,60,0,83,1,2,16,7,5,0,0,0,1,1,0,2,3,2,8,846,1,846,846,0,2,1,3,0,6,0,0,4,3,2,650,208,114,7,2009,2,224500
573,80,0,76,1,0,17,7,5,0,0,0,1,1,0,3,4,2,8,384,0,774,656,0,2,1,3,1,8,1,1,2,3,2,400,100,0,12,2007,0,170000
574,80,0,70,0,1,11,5,7,2,1,12,4,1,1,1,3,1,334,23,2,576,533,0,1,0,3,1,5,0,0,2,1,1,288,35,0,12,2007,0,139000
575,50,0,80,0,0,11,5,5,0,1,1,1,1,1,1,4,3,335,390,2,832,384,0,1,0,2,1,6,0,0,1,1,1,336,158,0,10,2008,1,118500
576,50,0,52,0,0,23,7,7,0,2,5,1,1,2,1,4,2,8,861,1,877,600,0,2,0,3,1,6,1,2,1,1,1,216,0,50,8,2009,0,145000
577,80,0,96,1,0,9,5,6,0,0,0,4,1,1,1,3,6,336,285,0,1320,0,1,1,0,3,1,6,2,3,4,3,2,564,160,68,5,2006,1,164500
578,160,3,34,0,2,5,7,5,0,0,0,1,0,0,3,4,2,8,689,0,703,689,0,2,0,2,0,5,0,0,1,1,2,540,0,102,2,2008,1,146000
579,50,1,81,0,0,7,5,5,0,1,1,4,1,2,1,4,2,8,1050,0,1050,745,0,2,0,4,1,7,0,0,4,1,1,352,0,0,11,2008,0,131500
580,20,0,0,1,3,11,6,6,0,2,5,4,1,1,1,4,4,337,331,0,1429,0,0,1,0,3,0,7,2,2,4,1,2,572,216,110,6,2007,0,181900
581,20,0,98,0,0,10,8,5,1,0,0,4,2,0,2,4,2,8,2042,0,2042,0,0,2,1,3,2,8,1,2,4,3,3,1390,0,90,8,2009,2,253293
582,90,0,81,0,0,15,6,5,0,3,3,4,1,1,3,3,5,437,0,2,816,0,1,1,0,3,1,5,0,0,4,3,0,0,0,32,5,2007,0,118500
583,75,1,75,0,0,7,10,9,0,2,5,1,2,2,1,4,2,8,1237,1,1521,1254,0,3,1,3,0,9,1,2,1,1,2,880,105,502,7,2008,0,325000
584,50,1,51,0,0,8,4,7,0,8,9,1,1,2,1,4,2,8,884,0,989,584,0,1,0,3,0,6,0,0,1,1,1,240,0,0,7,2009,0,133000
585,20,0,88,0,0,16,8,5,1,0,0,4,0,0,2,1,5,339,408,0,2028,0,1,2,0,2,0,7,2,2,4,3,3,880,326,66,3,2006,2,369900
586,30,0,55,0,0,8,6,7,0,9,2,1,1,2,1,2,3,177,0,0,838,0,1,1,0,2,3,5,0,0,1,2,1,275,0,0,5,2008,0,130000
587,85,0,74,1,0,9,5,6,1,3,3,1,1,1,1,3,1,221,168,2,860,0,1,1,0,2,1,4,0,0,1,1,2,528,0,0,7,2009,0,137000
588,20,0,65,1,0,19,5,8,4,2,5,1,1,1,1,1,5,569,113,0,1473,0,2,1,0,1,2,5,2,2,4,1,1,452,0,48,6,2009,2,143000
589,40,1,50,0,0,8,5,6,0,0,0,1,1,2,1,4,2,8,742,2,779,0,0,1,0,2,1,4,0,0,1,1,1,308,0,0,8,2008,0,79500
590,60,0,64,0,0,0,7,5,0,0,0,1,0,0,3,4,5,39,280,0,770,812,0,2,1,3,0,6,0,0,4,3,2,520,0,45,9,2008,0,185900
591,60,0,97,1,2,10,10,5,0,6,6,2,2,0,2,1,5,341,384,0,1728,568,1,2,1,3,2,10,1,2,2,3,3,842,382,274,6,2009,0,451950
592,20,0,60,0,0,4,5,8,0,3,3,1,1,0,1,4,5,437,0,0,816,0,1,1,0,2,1,4,0,0,1,2,2,816,0,0,6,2008,0,138000
593,120,1,0,0,0,0,6,5,0,0,0,4,0,0,3,3,5,342,163,0,848,0,1,1,0,1,0,4,0,0,4,2,2,420,140,0,5,2009,0,140000
594,20,0,88,1,0,0,5,6,1,3,3,1,1,1,3,4,2,8,924,2,924,0,0,1,0,3,1,5,0,0,1,1,1,280,0,0,4,2008,0,110000
595,20,0,69,1,0,18,8,5,0,0,14,4,0,0,3,1,5,343,392,0,1826,0,1,2,0,3,0,7,1,1,4,2,3,758,180,75,8,2006,2,319000
596,70,1,60,0,0,7,6,7,0,0,0,1,1,1,1,4,2,8,684,0,684,684,0,1,0,3,1,7,0,0,1,1,1,216,0,158,10,2006,0,114504
597,120,0,53,0,0,21,7,5,0,0,0,4,0,0,2,3,2,8,1258,0,1402,0,0,0,2,2,0,7,1,2,4,2,3,648,120,16,2,2007,2,194201
598,20,0,80,0,0,2,5,6,0,7,4,4,1,1,3,2,1,572,0,0,1647,0,1,2,0,3,0,7,1,1,4,2,2,621,0,0,3,2006,0,217500
599,160,1,24,0,0,24,6,6,0,1,1,1,1,1,3,4,6,345,23,2,716,840,1,2,1,3,1,6,1,1,4,2,2,452,161,0,7,2008,0,151000
600,60,0,74,0,0,10,8,5,0,0,0,4,0,0,3,3,5,169,512,0,1058,846,1,2,1,3,2,8,1,2,2,2,2,736,179,60,6,2006,0,275000
601,50,1,50,0,0,13,6,6,0,2,5,1,1,0,1,4,2,8,780,2,780,595,0,1,1,3,0,6,1,2,1,1,1,544,0,162,12,2007,0,141000
602,60,0,80,1,0,12,8,5,0,3,3,1,0,0,3,2,5,243,119,0,927,988,1,2,1,3,0,8,1,1,4,2,2,506,120,150,2,2006,1,220000
603,160,3,30,0,0,5,7,5,0,1,1,1,0,0,3,4,2,8,600,0,600,600,0,2,1,2,0,4,0,0,1,3,2,480,0,172,6,2010,0,151000
604,20,0,88,1,0,0,7,5,0,0,0,4,0,0,3,2,5,158,572,0,1494,0,1,2,0,3,0,6,1,1,4,3,2,530,192,36,9,2008,0,221000
605,60,0,85,0,0,11,7,6,0,3,3,4,1,1,1,4,4,346,314,2,1186,800,0,2,1,3,1,7,3,3,4,1,2,486,0,42,10,2009,0,205000
606,20,0,82,2,2,0,5,5,0,0,0,1,1,0,3,4,5,5,308,1,1040,0,1,1,0,3,0,6,0,0,1,1,2,576,168,0,11,2009,0,152000
607,20,0,78,0,0,15,5,8,0,1,1,1,1,1,1,4,5,46,293,0,1112,896,1,3,0,3,2,8,0,0,4,1,1,230,103,0,8,2006,0,225000
608,70,0,78,0,0,2,8,6,0,4,5,1,1,0,3,2,4,228,537,2,1940,1254,0,2,1,4,1,10,2,2,5,1,2,380,0,0,9,2007,4,359100
609,20,0,61,0,0,9,4,5,0,0,0,3,1,1,1,2,3,347,126,1,1029,0,1,1,0,3,1,5,0,0,4,1,1,261,64,0,4,2007,0,118500
610,60,0,0,0,0,0,9,5,1,0,0,4,0,0,2,2,5,173,536,0,1476,677,1,2,1,3,2,8,2,4,4,2,3,736,253,142,5,2009,0,313000
611,80,0,0,1,1,6,6,6,0,3,3,4,1,1,3,3,1,348,427,2,1032,0,0,2,0,3,1,6,1,1,4,1,2,564,0,0,7,2007,0,148000
612,60,0,0,0,0,0,8,5,0,0,0,4,0,0,3,3,5,349,309,0,1299,573,1,2,1,3,2,7,1,1,2,3,2,531,160,122,11,2009,0,261500
613,20,0,70,0,0,4,5,5,0,0,0,1,1,0,3,4,1,350,914,0,1120,0,0,1,0,3,1,6,0,0,4,3,0,0,0,30,12,2007,2,147000
614,180,1,21,0,0,14,4,6,0,6,6,1,1,1,3,3,6,351,0,0,630,0,1,1,0,1,1,3,0,0,4,3,0,0,96,24,5,2010,0,75500
615,85,0,80,0,0,11,6,7,0,1,1,4,1,0,1,1,5,34,173,0,1054,0,1,1,0,3,0,6,0,0,4,3,2,480,120,0,5,2010,1,137500
616,60,0,0,1,0,17,6,5,0,0,0,1,0,0,3,4,5,352,326,0,807,702,1,2,1,3,0,7,1,2,4,2,2,393,100,75,6,2006,0,183200
617,45,0,59,0,2,11,6,6,0,1,1,1,1,1,1,4,2,8,832,1,832,0,0,1,0,2,0,4,0,0,1,1,2,528,0,0,6,2008,0,105500
618,20,0,90,0,0,10,9,5,1,6,6,4,2,0,2,3,5,540,1774,0,1828,0,0,2,0,3,0,9,1,2,4,1,3,774,0,108,7,2007,2,314813
619,60,0,85,0,0,16,8,5,1,0,0,2,0,0,3,1,5,465,611,0,1482,780,1,2,1,4,0,10,2,2,4,2,3,749,168,0,8,2008,0,305000
620,30,0,45,0,0,15,3,3,0,9,8,1,1,2,1,4,4,355,823,2,864,0,1,1,0,2,1,5,0,0,4,3,0,0,0,0,9,2008,0,67000
621,60,0,90,0,0,6,6,7,0,3,3,1,1,1,1,4,1,232,384,2,1548,1066,0,2,1,4,1,9,1,1,4,3,2,624,38,243,6,2008,0,240000
622,20,0,71,0,0,9,5,6,0,7,4,4,1,1,1,4,4,123,420,2,980,0,0,1,0,3,1,6,0,0,1,1,2,484,192,0,7,2009,0,135000
623,160,3,0,0,0,5,6,5,0,1,1,4,0,0,3,4,5,182,336,0,756,756,0,2,1,2,0,4,1,1,1,1,2,440,0,32,6,2007,0,168500
624,60,0,80,0,0,6,6,5,0,0,0,1,1,1,1,4,3,261,485,1,1012,778,1,1,2,4,1,8,1,1,4,3,2,484,148,0,11,2006,0,165150
625,20,0,87,1,2,11,6,6,1,2,5,4,1,1,1,4,2,8,1116,2,1116,0,0,1,1,3,1,5,0,0,4,1,2,440,0,0,2,2010,0,160000
626,20,0,0,1,0,11,5,5,1,2,5,1,1,1,1,4,2,8,978,2,1422,0,0,1,0,3,1,6,1,1,4,3,1,286,0,0,8,2007,0,139900
627,80,0,80,0,0,11,6,6,0,8,9,4,1,1,1,3,4,356,350,0,1520,0,1,1,0,3,1,7,2,2,5,3,1,364,0,0,3,2010,0,153000
628,60,0,70,1,0,11,5,5,0,7,4,4,1,0,3,3,3,299,390,2,1040,1040,0,1,2,5,3,9,2,1,4,1,2,504,335,0,9,2007,5,135000
629,80,0,82,0,2,11,6,5,0,7,5,4,1,1,1,1,5,357,288,2,1350,0,1,1,1,3,1,6,0,0,4,3,2,520,176,0,6,2008,0,168500
630,70,1,50,0,2,7,5,6,0,0,0,1,1,2,4,4,2,8,636,2,1089,661,0,1,0,3,2,8,0,0,1,1,1,240,0,0,6,2006,1,124000
631,120,0,34,0,0,10,8,5,0,0,0,2,0,0,3,2,5,55,1530,0,1554,0,0,2,0,2,0,6,1,2,4,3,2,627,156,73,8,2007,0,209500
632,20,0,85,0,0,6,7,5,1,7,4,4,1,1,1,4,1,137,564,2,1411,0,0,2,0,3,1,6,1,1,4,2,2,544,192,0,4,2009,5,82500
633,20,0,80,0,2,11,5,7,0,2,5,1,1,1,1,4,4,358,108,2,1056,0,0,1,0,3,1,6,0,0,4,1,1,260,390,0,7,2007,0,139400
634,90,0,64,0,0,7,6,5,0,7,4,1,1,1,1,4,5,244,0,1,1056,0,2,0,0,0,1,4,0,0,1,1,2,576,264,56,6,2010,0,144000
635,190,4,60,0,0,23,6,7,1,0,0,1,3,1,1,4,6,426,1184,0,1440,1440,0,2,0,8,3,14,0,0,4,3,0,0,0,110,3,2007,1,200000
636,30,1,51,0,0,8,2,3,0,8,9,1,3,2,1,4,2,8,264,3,800,0,0,1,0,1,3,4,1,5,4,3,0,0,0,0,1,2009,0,60000
637,190,1,50,0,0,7,5,4,0,2,5,1,1,1,1,4,2,8,811,2,811,576,0,2,0,3,0,7,0,0,2,1,1,256,0,0,11,2009,0,93000
638,30,0,67,0,0,15,5,7,0,1,5,1,1,1,4,4,2,8,796,1,796,0,0,1,0,2,1,4,0,0,4,3,0,0,328,0,5,2008,0,85000
639,120,0,53,0,0,21,8,5,1,0,0,1,0,0,3,3,5,359,366,0,1567,0,1,2,0,1,2,7,1,2,4,2,3,648,312,0,10,2006,2,264561
640,120,0,62,1,0,10,8,5,1,1,1,4,2,0,2,1,5,386,300,0,1518,0,0,1,1,1,2,6,1,2,4,3,2,588,185,140,4,2008,0,274000
