,MSSubClass,MSZoning,LotFrontage,LotShape,LandContour,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,Fence,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1126,120,0,53,0,0,0,21,0,3,1,7,5,2007,2007,1,0,0,4,130,0,0,0,3,2,4,2,8,2,0,1373,1373,0,5,1555,0,1555,0,0,2,0,2,0,7,1,1,4,2,3,660,0,143,20,0,0,0,6,2009,0,0,174000
1127,20,0,182,3,0,2,17,0,0,1,7,5,2004,2004,1,0,0,1,0,0,0,0,3,2,3,5,91,2,0,230,1530,0,5,1530,0,1530,1,0,2,0,3,0,7,1,2,4,2,3,630,0,144,36,0,0,0,11,2007,0,5,259000
1128,60,0,59,1,0,0,17,0,0,0,7,5,2004,2005,0,0,0,1,0,0,0,0,3,2,3,2,8,2,0,847,847,0,5,847,1112,1959,0,0,2,1,4,0,8,1,2,2,2,2,434,0,100,48,0,0,0,7,2007,0,0,215000
1129,90,1,60,0,0,0,7,0,2,4,5,5,1980,1980,0,1,1,4,180,1,0,1,3,2,1,5,478,2,0,0,936,2,5,936,0,936,1,0,1,0,2,1,4,0,0,1,1,2,672,0,49,0,0,0,0,8,2007,0,0,140000
1130,50,0,65,0,0,0,23,0,0,2,4,3,1928,1950,0,5,4,1,0,1,0,2,1,2,4,4,543,2,0,500,1122,2,5,1328,653,1981,1,0,2,0,4,0,7,2,1,1,1,2,576,0,431,44,0,0,1,12,2009,0,0,135000
1131,20,0,63,0,0,0,4,0,0,1,5,5,1991,1992,0,3,3,1,0,1,0,0,3,2,2,4,544,2,0,762,974,2,5,974,0,974,0,0,1,0,3,1,5,0,0,4,3,0,0,0,0,28,0,0,1,9,2007,8,1,93500
1132,70,1,90,0,0,0,7,0,0,0,6,4,1880,1950,0,2,5,1,0,1,0,2,1,2,2,2,8,2,0,1008,1008,2,5,1178,1032,2210,0,0,2,0,5,3,8,0,0,1,1,1,205,1,0,48,0,0,0,5,2007,0,0,117500
1133,60,0,80,1,0,0,12,0,0,0,8,5,1995,1995,0,0,0,1,0,0,0,0,3,2,4,5,314,2,0,544,1128,0,5,1142,878,2020,0,0,2,1,3,0,8,1,1,4,3,2,466,0,0,155,0,0,0,6,2009,0,0,239500
1134,60,0,57,1,3,0,17,0,0,0,6,5,1997,1997,0,0,0,1,0,1,0,0,3,2,3,2,8,2,0,916,916,1,5,916,684,1600,0,0,2,1,3,1,7,1,1,4,2,2,460,0,100,38,0,0,0,8,2007,0,0,169000
1135,30,1,60,0,0,2,8,0,0,1,6,5,1926,1950,0,2,5,1,0,1,0,2,1,2,4,2,8,2,0,960,960,2,5,986,0,986,0,0,1,0,2,1,5,1,2,1,1,1,180,0,0,128,0,0,0,5,2007,0,0,102000
1136,50,0,80,0,0,0,11,0,0,2,6,5,1950,1950,0,0,0,1,0,1,0,1,1,2,4,4,29,2,0,752,1032,2,2,1032,220,1252,0,0,1,0,3,1,6,0,0,4,1,1,288,0,0,0,96,0,0,4,2008,0,1,119000
1137,50,0,54,0,0,0,9,1,0,2,5,8,1875,1996,0,0,0,1,0,1,1,1,1,2,4,2,8,2,0,780,780,1,5,780,240,1020,0,0,1,0,2,1,6,0,0,4,3,0,0,1,0,0,176,0,0,5,2010,0,0,94000
1138,20,0,0,1,0,0,4,0,0,1,6,5,1977,1977,0,7,11,1,0,1,0,0,1,2,1,1,281,2,0,0,1567,2,5,1567,0,1567,1,0,2,0,2,0,5,2,1,4,3,2,714,0,264,32,0,0,0,5,2009,0,0,196000
1139,30,0,98,1,0,0,8,0,0,1,5,5,1920,1950,0,9,8,1,0,1,2,2,1,2,4,4,545,2,0,270,915,2,5,1167,0,1167,0,0,1,0,3,1,6,1,2,1,1,2,495,0,0,0,216,126,0,5,2007,0,0,144000
1140,20,0,60,0,0,2,11,0,0,1,5,7,1951,1951,0,3,3,1,0,1,0,1,1,2,2,1,546,2,0,100,952,2,5,952,0,952,1,0,1,0,2,1,4,0,0,1,1,2,840,0,0,0,0,0,0,6,2008,2,1,139000
1141,60,0,0,1,0,3,6,2,0,0,5,7,1976,1976,0,7,4,4,44,1,1,1,1,2,4,1,613,2,0,399,780,0,5,1088,780,1868,1,0,2,1,4,0,9,1,1,4,1,2,484,0,448,96,0,0,0,10,2009,0,0,197500
1142,60,0,77,0,0,0,0,0,0,0,8,5,2006,2007,1,0,0,2,340,0,0,0,2,2,1,5,566,2,0,316,1466,0,5,1466,1362,2828,1,0,3,0,4,0,11,1,1,2,3,3,1052,0,125,144,0,0,0,4,2007,1,2,424870
1143,20,0,0,0,0,0,9,0,0,1,5,3,1959,1959,0,2,4,1,0,1,0,1,1,2,4,5,112,2,0,718,1006,2,5,1006,0,1006,0,0,1,0,3,1,5,0,0,4,3,0,0,0,0,24,0,0,0,7,2008,0,0,80000
1144,190,0,60,0,0,0,15,0,1,2,4,4,1941,1950,0,1,1,1,0,1,2,2,3,2,4,4,446,2,0,324,672,3,2,672,252,924,1,0,1,0,2,3,5,0,0,1,1,1,280,0,0,0,0,0,1,7,2010,0,0,80000
1145,50,1,52,0,0,0,8,0,0,2,5,6,1928,1950,0,1,1,1,0,1,0,2,1,2,4,2,8,2,0,1042,1042,0,5,1042,534,1576,0,0,1,0,3,1,8,1,2,1,1,1,225,0,0,0,0,0,0,8,2006,0,5,149000
1146,20,0,0,0,0,0,12,0,0,1,6,5,1985,1985,0,2,2,4,85,0,0,1,3,2,4,5,610,2,0,40,1298,2,5,1298,0,1298,1,0,2,0,3,0,5,1,1,4,1,2,403,0,165,26,0,0,0,5,2006,0,0,180000
1147,70,0,75,0,1,0,2,0,0,0,7,7,1941,1950,0,1,1,1,0,1,0,1,1,2,4,3,549,2,0,429,704,0,5,860,704,1564,0,0,1,1,3,3,7,1,2,4,1,1,234,0,0,0,0,0,0,7,2009,0,0,174500
1148,50,1,0,0,0,0,7,0,0,2,7,7,1926,1950,0,2,5,1,0,1,0,0,1,2,4,2,8,2,0,572,572,2,5,572,539,1111,0,0,1,0,2,1,5,1,2,1,1,1,288,0,0,0,176,0,0,8,2008,0,0,116900
1149,70,1,50,0,0,0,7,3,0,0,7,9,1920,1988,1,0,0,1,0,1,1,0,1,2,4,1,357,2,0,26,650,0,5,832,650,1482,0,1,1,0,3,1,7,0,0,1,1,2,324,0,0,0,0,0,0,7,2009,0,0,143000
1150,20,0,57,1,0,0,11,0,0,1,6,5,1950,1950,0,4,7,1,0,1,0,1,1,2,4,2,8,2,0,932,932,0,2,932,0,932,0,0,1,0,2,0,4,1,2,4,1,1,306,0,0,0,214,0,3,11,2007,0,0,124000
1151,20,0,134,0,0,0,15,0,0,1,5,4,1959,1959,0,3,4,4,132,1,0,1,1,2,4,4,550,2,0,1290,1466,2,5,1466,0,1466,0,0,1,1,3,3,6,2,2,4,2,2,528,0,0,140,0,100,0,11,2006,0,0,149900
1152,20,0,90,1,0,0,2,0,0,1,6,7,1956,2004,0,12,13,1,0,1,0,0,1,2,4,1,551,6,547,230,1073,0,5,1811,0,1811,0,0,1,0,2,2,6,1,2,4,2,2,470,0,0,0,280,0,0,7,2006,0,1,230000
1153,30,1,0,0,0,2,13,0,0,1,6,8,1930,2007,0,2,5,1,0,0,1,2,1,2,3,1,552,2,0,278,816,0,5,816,0,816,0,0,1,0,2,1,5,0,0,1,1,1,432,0,0,0,96,0,0,6,2008,0,0,120500
1154,60,0,0,1,0,0,11,0,0,0,7,6,1965,1988,0,0,0,2,288,1,0,1,1,2,1,1,346,2,0,410,864,2,5,902,918,1820,0,0,1,2,4,0,8,2,2,4,1,2,492,0,60,84,0,273,3,5,2008,0,0,201800
1155,20,0,90,1,0,2,1,0,0,1,5,8,1976,2004,0,7,4,1,0,0,1,1,3,2,1,1,553,2,0,280,1437,2,5,1437,0,1437,1,0,2,0,3,0,6,1,3,4,3,2,528,0,0,21,0,180,0,7,2007,0,0,218000
1156,80,0,85,0,0,0,11,0,0,5,5,8,1965,1999,0,4,7,1,0,1,1,0,1,2,1,1,451,2,0,586,1219,1,5,1265,0,1265,0,1,2,0,3,0,6,1,2,4,3,2,502,0,0,92,0,0,1,10,2008,0,0,179900
1157,120,0,34,1,0,0,10,0,4,1,7,5,2007,2008,0,0,0,2,166,0,0,0,3,2,4,5,173,2,0,410,1314,0,5,1314,0,1314,1,0,2,0,2,0,6,1,2,4,3,2,626,0,172,62,0,0,0,7,2009,0,0,230000
1158,20,0,92,0,0,1,5,1,0,1,8,5,2007,2008,0,0,0,2,186,0,0,0,3,2,4,2,8,2,0,1580,1580,0,5,1580,0,1580,0,0,2,0,3,0,7,0,0,4,3,3,830,0,0,24,0,0,0,6,2008,3,2,235128
1159,60,0,76,0,0,0,6,0,0,0,6,6,1974,1974,1,3,3,4,270,0,0,1,1,2,4,1,335,2,0,459,901,2,5,943,933,1876,0,0,2,1,4,0,8,1,1,4,3,2,540,0,0,69,0,0,0,7,2008,0,0,185000
1160,160,0,24,0,0,0,20,0,4,0,6,5,1978,1978,0,7,10,1,0,1,0,1,3,2,4,1,379,2,0,544,855,3,5,855,601,1456,0,0,2,1,3,1,7,1,1,4,1,2,440,0,26,0,0,0,0,7,2010,0,0,146000
1161,20,0,0,1,2,3,2,2,0,1,6,7,1954,2006,1,3,3,4,72,0,0,1,1,2,4,4,336,2,0,568,1296,0,5,1640,0,1640,1,0,1,0,3,0,7,1,2,1,1,2,924,0,108,0,0,0,0,11,2008,0,0,224000
1162,20,0,109,0,0,0,9,0,0,1,5,5,1968,1968,0,0,0,1,0,1,0,1,3,2,4,4,554,2,0,402,894,1,5,894,0,894,0,0,1,0,3,1,5,1,5,4,2,2,450,0,0,0,0,0,0,5,2007,0,0,129000
1163,90,0,60,0,0,0,9,1,2,4,4,4,1969,1969,0,7,4,1,0,1,0,1,3,2,3,5,555,2,0,0,1198,2,5,1258,0,1258,2,0,0,2,0,1,6,0,0,3,1,2,400,0,120,0,0,0,0,1,2008,0,4,108959
1164,80,0,0,1,0,1,1,1,0,5,5,7,1978,1978,0,7,4,1,0,1,0,0,3,2,1,1,96,4,391,289,1360,0,5,1432,0,1432,1,0,1,1,2,0,5,1,1,4,1,2,588,0,168,180,0,0,0,6,2007,0,0,194000
1165,20,0,79,1,0,0,10,0,0,1,7,5,2009,2009,0,0,0,2,268,0,0,0,3,2,4,2,8,2,0,1502,1502,0,5,1502,0,1502,0,0,2,0,3,0,7,0,0,4,3,2,644,0,0,114,0,0,0,9,2009,1,2,233170
1166,20,0,64,1,0,2,0,0,0,1,8,5,2008,2008,0,0,0,2,72,0,0,0,3,2,3,2,8,2,0,1694,1694,0,5,1694,0,1694,0,0,2,0,3,0,7,0,0,4,3,3,776,0,160,33,0,0,0,2,2010,0,0,245350
1167,60,0,58,1,0,0,17,6,0,0,6,5,2000,2000,0,0,0,1,0,1,0,0,3,2,4,5,241,2,0,173,959,0,5,959,712,1671,1,0,2,1,3,1,7,1,1,4,2,2,472,0,0,38,0,0,0,2,2006,0,0,173000
1168,70,0,120,0,0,2,15,0,0,0,6,7,1935,1986,1,9,8,1,0,1,0,1,1,2,4,3,122,2,0,501,1127,0,5,1236,872,2108,0,0,2,0,4,0,7,2,1,5,1,2,540,0,0,0,0,90,0,7,2008,0,0,235000
1169,60,0,118,1,0,3,3,0,0,0,10,5,1995,1996,1,3,3,4,1378,0,1,0,2,2,1,5,556,2,0,543,1930,0,5,1831,1796,3627,1,0,3,1,4,0,10,1,1,4,2,3,807,0,361,76,0,0,0,7,2006,0,0,625000
1170,80,0,76,0,0,0,4,0,0,5,6,6,1977,1977,0,7,4,1,0,1,0,1,1,2,3,1,557,2,0,574,1096,2,5,1118,0,1118,1,0,1,0,3,1,6,1,5,4,2,1,358,0,203,0,0,0,3,7,2008,0,0,171000
1171,20,0,76,0,0,0,11,0,0,1,6,6,1958,1958,1,1,1,1,0,1,0,1,1,2,4,1,365,2,0,599,1261,0,5,1261,0,1261,1,0,1,0,3,1,6,1,1,4,3,2,433,0,0,0,0,288,0,11,2008,0,0,163000
1172,160,3,35,1,0,0,5,0,3,0,7,5,2006,2007,0,1,1,1,0,0,0,0,3,2,4,2,8,2,0,625,625,0,5,625,625,1250,0,0,2,1,2,0,5,0,0,1,2,2,625,0,0,54,0,0,0,3,2008,0,0,171900
1173,50,0,138,1,1,0,19,0,0,2,5,6,1946,1994,0,1,1,1,0,1,0,1,1,2,4,3,401,1,469,977,1598,2,5,1636,971,3086,0,0,3,0,3,2,12,1,2,4,3,0,0,0,122,0,0,0,1,3,2007,0,0,200500
1174,70,0,80,1,0,0,2,0,0,0,6,8,1932,1950,0,2,5,1,0,1,0,2,3,2,4,3,159,2,0,449,952,2,5,1170,1175,2345,0,0,2,1,4,1,9,1,2,1,1,2,360,0,0,0,0,0,0,7,2006,0,0,239000
1175,50,0,85,0,0,0,3,0,0,2,8,5,1992,2000,1,3,3,4,337,0,0,0,3,2,4,5,371,2,0,983,1683,0,5,2129,743,2872,0,0,2,1,4,0,9,1,1,4,2,2,541,0,0,33,0,0,0,4,2007,0,0,285000
1176,20,0,37,1,0,3,4,0,0,1,5,5,1984,1985,0,3,4,1,0,1,0,1,1,2,4,1,558,2,0,218,876,2,5,923,0,923,1,0,1,0,3,1,5,0,0,4,1,1,264,0,362,0,0,0,1,10,2008,0,0,119500
1177,50,1,0,0,1,0,7,3,0,2,6,8,1926,2004,0,1,1,1,0,1,0,1,1,2,4,3,135,2,0,350,818,2,5,818,406,1224,0,0,1,0,3,1,5,0,0,1,1,1,210,1,0,0,116,0,0,12,2009,0,0,115000
1178,50,0,54,1,0,1,2,0,0,2,5,6,1921,1950,0,2,5,1,0,1,0,2,1,2,4,2,8,2,0,731,731,0,5,820,523,1343,0,0,1,1,3,1,7,1,2,1,1,1,186,0,192,0,102,0,0,7,2009,0,0,154900
1179,20,0,77,0,0,2,15,0,0,1,5,5,1954,1954,0,2,5,1,0,1,0,4,3,2,4,5,8,2,0,0,0,1,5,1124,0,1124,0,0,1,0,3,1,5,1,2,4,3,0,0,1,0,36,190,0,0,4,2006,0,0,93000
1180,60,0,0,2,0,2,16,0,0,0,7,5,1990,1991,0,1,1,1,0,1,0,3,3,2,4,6,559,2,0,0,1216,0,5,1298,1216,2514,0,0,2,1,4,1,8,0,0,4,2,2,693,0,0,0,0,0,3,4,2006,0,0,250000
1181,120,1,64,1,3,0,2,0,3,1,8,5,2008,2008,1,6,6,2,186,2,0,0,2,2,1,5,560,2,0,120,1600,0,5,1652,0,1652,1,1,2,0,2,0,5,1,2,4,2,2,482,0,162,53,0,0,0,11,2008,1,2,392500
1182,60,0,160,1,0,2,3,0,0,0,10,5,1996,1996,1,2,11,1,0,0,0,0,2,2,3,5,561,2,0,300,2396,0,5,2411,2065,4476,1,0,3,1,4,2,10,2,1,4,2,3,813,0,171,78,0,0,1,7,2007,0,1,745000
1183,30,0,60,0,0,0,7,0,0,1,5,6,1920,1950,1,9,8,1,0,1,0,2,1,2,4,3,89,2,0,299,1120,0,5,1130,0,1130,1,0,1,0,2,1,5,1,2,1,1,2,720,0,229,0,0,0,0,6,2006,0,0,120000
1184,20,0,50,0,0,0,16,0,0,1,5,4,1963,1963,1,1,1,4,226,1,0,1,1,2,1,3,562,2,0,413,1572,1,5,1572,0,1572,1,0,1,1,3,1,5,2,1,6,3,3,995,0,0,263,0,263,0,5,2007,0,0,186700
1185,50,0,60,0,0,0,15,0,0,2,5,7,1924,1950,0,8,9,1,0,1,1,2,1,2,4,4,170,2,0,392,784,1,5,949,272,1221,1,0,1,0,4,1,7,0,0,4,1,1,392,0,0,0,236,0,0,3,2006,0,0,104900
1186,190,0,107,1,1,2,7,3,1,0,3,5,1900,1970,0,3,3,1,0,1,0,1,4,2,2,4,563,2,0,538,978,2,5,1014,685,1699,1,0,2,0,3,1,7,0,0,3,1,2,420,0,0,74,0,0,0,8,2009,0,1,95000
1187,20,0,89,0,0,2,3,0,0,1,8,5,1994,1995,0,13,11,1,0,0,0,0,3,2,4,5,564,2,0,168,1624,0,5,1624,0,1624,1,0,2,0,2,0,5,1,3,4,3,3,757,0,0,114,192,0,3,7,2006,0,0,262000
1188,60,0,68,1,0,0,0,0,0,0,7,5,2002,2002,0,0,0,4,95,0,0,0,3,2,4,2,8,2,0,831,831,0,5,831,829,1660,0,0,2,1,3,0,7,0,0,4,3,2,493,0,144,68,0,0,0,7,2009,0,0,195000
1189,60,0,60,0,0,0,17,0,0,0,7,5,1999,1999,0,0,0,1,0,1,0,0,1,2,4,2,8,2,0,994,994,1,5,1028,776,1804,0,0,2,1,3,0,7,1,1,4,2,2,442,0,140,60,0,0,0,6,2010,0,0,189000
1190,190,0,0,0,2,0,4,0,1,1,4,4,1961,1975,0,1,1,2,149,1,1,1,1,2,3,4,562,2,0,90,1249,0,5,1622,0,1622,1,0,1,0,3,1,7,1,1,6,2,4,1356,0,439,0,0,0,0,3,2007,0,0,168000
1191,160,3,24,0,0,0,5,0,4,0,8,5,1999,2000,0,1,1,4,456,0,0,0,3,2,4,2,8,2,0,776,776,0,5,764,677,1441,0,0,2,1,2,0,5,0,0,1,1,2,492,0,206,0,0,0,0,11,2007,0,0,174000
1192,50,1,60,0,0,0,7,0,0,2,5,8,1925,1994,2,0,0,1,0,1,0,0,1,2,2,2,8,2,0,702,702,1,5,842,630,1472,0,0,1,0,3,0,6,0,0,1,1,1,250,2,0,0,84,0,2,7,2007,0,0,125000
1193,120,1,0,0,0,1,4,0,3,1,6,5,1999,1999,1,0,0,4,425,1,0,0,2,2,4,5,565,2,0,341,1224,0,5,1224,0,1224,1,0,2,0,2,1,5,0,0,4,2,2,402,0,0,304,0,0,0,6,2009,0,0,165000
1194,60,0,80,0,0,2,9,0,0,0,6,7,1969,1969,0,3,3,2,143,1,0,1,1,2,4,1,224,2,0,292,663,2,5,663,689,1352,0,0,1,1,4,1,7,0,0,4,2,1,299,0,379,36,0,0,1,3,2010,0,0,158000
1195,60,0,51,1,0,0,17,0,0,0,6,5,2005,2005,0,0,0,1,0,1,0,0,3,2,4,2,8,2,0,728,728,0,5,728,728,1456,0,0,2,1,3,0,8,0,0,4,2,2,400,0,100,24,0,0,0,7,2008,0,0,176000
1196,60,0,58,1,0,0,17,0,0,0,7,5,2006,2006,0,0,0,1,0,0,0,0,3,2,3,2,8,2,0,879,879,0,5,879,984,1863,0,0,2,1,4,0,9,1,2,2,2,3,660,0,100,17,0,0,0,11,2006,1,2,219210
1197,75,1,65,1,1,2,7,0,0,6,7,6,1916,1950,0,1,1,1,0,1,0,2,1,2,4,2,8,2,0,815,815,0,5,815,875,1690,0,0,1,0,3,1,7,1,2,1,1,1,225,0,0,0,330,0,0,7,2006,6,0,144000
1198,20,0,70,0,0,0,0,0,0,1,7,5,2001,2001,0,0,0,1,0,0,0,0,3,2,4,2,8,2,0,1212,1212,0,5,1212,0,1212,0,0,2,0,3,0,6,0,0,4,3,2,573,0,356,0,0,0,0,6,2009,0,0,178000
1199,20,0,75,0,0,0,9,0,0,1,4,5,1963,1979,0,3,3,4,51,1,0,1,1,2,4,3,566,2,0,504,1051,1,5,1382,0,1382,0,0,1,1,3,1,6,1,5,4,1,2,459,0,0,82,0,0,0,10,2006,0,0,148000
1200,20,0,71,0,0,0,11,0,0,1,4,5,1970,1970,0,1,1,1,0,1,0,1,1,2,4,2,8,2,0,864,864,1,5,864,0,864,0,0,1,0,3,1,5,0,0,4,1,1,280,0,0,0,0,0,0,7,2006,8,1,116050
1201,60,0,80,0,0,2,0,0,0,0,7,5,1998,1998,0,0,0,1,0,1,0,0,3,2,3,2,8,2,0,866,866,0,5,866,913,1779,0,0,2,1,3,0,6,0,0,4,3,2,546,0,198,36,0,0,0,3,2009,0,0,197900
1202,50,1,50,0,0,2,8,0,0,2,5,8,1925,1997,0,2,5,1,0,1,0,2,1,2,4,2,8,2,0,884,884,0,5,884,464,1348,1,0,1,0,3,1,5,1,3,1,1,1,216,1,0,0,208,0,0,5,2009,0,0,117000
1203,20,0,75,0,0,0,0,0,0,1,7,5,2000,2001,0,0,0,4,171,0,0,0,3,2,4,2,8,2,0,1630,1630,0,5,1630,0,1630,0,0,2,0,3,0,6,1,1,4,1,2,451,0,74,234,0,0,0,10,2009,0,0,213000
1204,20,0,78,0,0,0,6,0,0,1,5,6,1975,1975,0,3,3,1,0,1,0,1,3,2,4,1,567,2,0,268,1056,0,5,1074,0,1074,1,0,1,1,3,1,6,0,0,4,3,2,495,0,0,88,0,0,1,7,2006,0,0,153500
1205,20,0,90,1,0,3,12,0,0,1,7,7,1990,1991,1,3,3,4,234,0,0,1,3,2,2,1,568,1,177,1496,2158,1,5,2196,0,2196,0,0,2,0,3,0,7,1,1,4,3,3,701,0,84,70,0,0,0,6,2009,0,0,271900
1206,20,4,0,0,0,0,12,0,0,1,4,4,1966,1966,0,3,3,1,0,1,0,1,1,2,4,3,244,2,0,0,1056,2,5,1056,0,1056,1,0,1,0,2,1,5,0,0,1,1,1,384,0,0,42,0,0,1,11,2006,0,0,107000
1207,20,0,70,0,0,0,0,0,0,1,6,5,2003,2003,0,0,0,4,120,0,0,0,3,2,3,5,569,2,0,1342,1682,0,5,1700,0,1700,1,0,2,0,3,0,7,0,0,4,3,2,544,0,192,23,0,0,0,5,2006,0,0,200000
1208,20,0,70,0,0,0,11,0,0,1,5,7,1962,1980,0,1,1,1,0,1,1,1,1,2,4,3,297,1,108,319,931,2,5,1283,0,1283,1,0,1,0,3,1,6,0,0,1,1,2,506,0,0,0,0,0,0,10,2008,0,0,140000
1209,20,0,85,1,0,3,5,5,0,1,8,5,2006,2006,1,0,0,2,420,0,0,0,2,2,2,5,570,2,0,440,1660,0,5,1660,0,1660,1,0,2,0,3,0,8,1,2,4,3,2,500,0,322,50,0,0,0,5,2006,1,2,290000
1210,60,0,70,0,0,0,12,0,0,0,6,5,1992,1992,0,2,5,1,0,0,0,0,3,2,4,2,8,2,0,1055,1055,0,5,1055,790,1845,0,0,2,1,3,0,8,1,1,4,3,2,462,0,635,104,0,0,3,5,2010,0,0,189000
1211,50,0,152,1,1,0,17,0,0,2,8,7,1988,2005,0,2,5,1,0,0,0,3,3,2,3,5,571,2,0,132,559,1,5,1080,672,1752,0,0,2,0,4,1,8,0,0,5,3,2,492,0,325,12,0,0,0,6,2010,0,0,164000
1212,30,0,50,0,0,0,15,0,0,1,4,6,1941,1950,1,1,1,1,0,1,0,1,1,2,4,3,572,2,0,328,672,2,5,672,0,672,1,0,1,0,2,1,4,0,0,4,1,1,234,1,0,113,0,0,0,8,2009,0,0,113000
1213,80,0,0,1,0,3,9,0,0,5,4,9,1965,2001,0,0,0,1,0,1,1,1,1,1,3,5,60,2,0,0,648,0,5,960,0,960,1,1,0,0,0,1,3,0,0,4,1,1,364,0,88,0,0,0,0,5,2006,0,0,145000
1214,85,0,69,1,0,0,11,0,0,4,5,5,1962,1962,0,1,1,1,0,1,0,1,1,2,3,4,431,2,0,141,925,2,5,999,0,999,1,0,1,0,3,1,6,0,0,4,1,1,300,0,150,72,0,0,0,5,2006,0,0,134500
1215,20,0,99,1,0,0,9,0,0,1,5,5,1966,1966,0,0,0,1,0,1,0,1,1,2,4,3,318,5,374,340,894,2,5,894,0,894,0,0,1,0,3,1,5,0,0,1,3,1,384,0,0,0,0,0,1,5,2007,0,0,125000
1216,90,1,68,0,0,0,9,4,2,2,6,5,1978,1978,0,0,0,1,0,1,0,4,3,2,4,5,8,2,0,0,0,2,5,1318,584,1902,0,0,2,0,4,1,8,0,0,4,1,2,539,0,0,0,0,0,0,4,2010,0,0,112000
1217,20,3,72,0,0,0,5,0,0,1,8,5,2009,2009,0,6,6,2,72,0,0,0,3,2,2,5,478,2,0,364,1300,0,5,1314,0,1314,1,0,2,0,3,0,6,0,0,4,3,2,552,0,135,112,0,0,0,9,2009,1,2,229456
1218,50,1,52,0,0,0,8,0,0,2,4,5,1947,1950,0,8,9,1,0,1,0,4,3,2,4,5,8,2,0,0,0,1,5,672,240,912,0,0,1,0,2,1,3,0,0,4,3,0,0,1,0,0,0,0,0,7,2006,0,0,80500
1219,160,1,21,0,0,0,22,0,4,0,6,5,1971,1971,0,6,6,4,236,1,0,1,1,2,4,2,8,2,0,672,672,2,5,672,546,1218,0,0,1,1,3,1,7,0,0,4,3,0,0,1,201,0,0,0,0,4,2006,0,1,91500
1220,20,0,66,1,0,0,11,0,0,1,5,5,1964,1964,0,2,5,1,0,1,0,1,1,2,4,3,132,5,600,0,912,2,5,912,0,912,0,0,1,0,2,1,5,0,0,4,1,1,288,0,0,0,0,0,0,11,2006,0,1,115000
1221,20,0,55,0,0,0,9,1,0,1,5,5,1968,1968,1,3,3,1,0,1,0,1,1,2,4,4,70,5,492,210,952,0,5,1211,0,1211,0,0,1,0,3,1,5,1,1,4,1,1,322,0,0,63,0,0,0,8,2008,0,0,134000
1222,50,0,78,0,0,0,11,3,0,2,6,6,1949,1950,0,2,5,4,320,1,0,1,1,2,2,3,435,2,0,844,1040,0,5,1168,678,1846,0,0,2,0,3,1,7,1,2,4,1,1,315,0,0,0,0,0,2,1,2007,0,0,143000
1223,20,0,89,0,0,0,11,0,0,1,5,3,1951,1951,1,2,5,4,44,1,0,1,1,3,4,6,573,2,0,1380,2136,2,2,2136,0,2136,0,0,2,0,4,1,7,0,0,1,1,2,528,0,0,30,0,0,1,10,2006,0,0,137900
1224,60,0,60,1,0,0,17,6,0,0,7,5,2004,2005,0,0,0,1,0,0,0,0,3,2,3,5,400,2,0,64,788,0,5,788,702,1490,1,0,2,1,3,0,8,1,2,4,2,2,388,0,100,75,0,0,0,2,2008,0,0,184000
1225,80,0,65,0,0,0,11,0,0,5,6,8,1958,1958,1,0,0,4,63,1,1,1,1,2,3,5,92,2,0,81,588,0,5,1138,0,1138,0,1,1,0,3,1,6,0,0,4,3,1,264,0,224,0,0,0,4,6,2007,0,0,145000
1226,60,0,86,1,0,3,5,1,0,0,6,5,2007,2007,0,0,0,2,74,0,0,0,3,2,2,2,8,2,0,894,894,0,5,894,1039,1933,0,0,2,1,4,0,9,1,2,2,2,3,668,0,100,18,0,0,0,1,2008,0,0,214000
1227,20,0,72,0,0,2,11,0,0,1,5,8,1965,2008,0,0,0,4,300,1,0,1,1,2,4,1,500,2,0,317,912,0,5,912,0,912,1,0,1,0,2,0,5,0,0,1,1,2,576,0,0,240,0,0,0,12,2008,0,0,147000
1228,120,0,65,0,0,2,10,0,3,1,9,5,2008,2008,1,1,1,4,766,2,0,0,2,2,4,5,574,2,0,162,1702,0,5,1702,0,1702,1,0,1,1,1,2,7,1,2,4,2,3,1052,0,0,72,0,224,0,10,2008,1,2,367294
1229,80,0,70,0,0,0,11,0,0,5,5,5,1960,1960,1,4,3,1,0,1,0,1,1,2,4,1,575,2,0,409,1075,1,5,1507,0,1507,0,0,2,0,4,1,7,0,0,5,1,1,404,0,0,0,0,0,2,8,2008,0,0,127000
1230,90,0,0,1,0,0,9,1,2,2,5,5,1977,1977,5,7,4,1,1,1,0,1,3,2,4,5,209,4,211,652,1361,0,5,1361,1259,2620,0,0,2,2,4,1,12,1,1,2,3,2,600,1,155,24,145,0,0,8,2007,0,0,190000
